rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
32,Boston College,13,9,4,Notre Dame,1946.7537400643503,11287.827715157275,1827.6765065051075
33,Louisiana State,13,8,5,Florida,1830.164678670539,10934.487935934747,1777.4198616113442
34,Hawaii,14,10,4,Fresno State,1579.747270885744,10922.131626348744,1551.7893893855055
35,Fresno State,14,9,5,Colorado State,1705.6115407197708,10910.713019695439,1579.747270885744
36,Toledo,14,9,5,Northern Illinois,1622.758503876048,10884.773591730447,1574.1008474165315
37,Arizona State,14,8,6,Washington,1711.5193991209164,10555.733925285731,1670.4395572485353
38,South Florida,11,9,2,Northern Illinois,1622.758503876048,10464.612793896049,1847.350116037225
39,California,12,7,5,UCLA,1819.91771874417,10423.737772106755,1700.7110352332606
40,Oregon State,13,8,5,California,1700.7110352332606,10246.581078797915,1698.969224321255
41,Georgia Tech,13,7,6,North Carolina State,2023.706532843547,10171.612862983518,1667.2113859185017
42,Tennessee,13,8,5,Arkansas,1825.6056343476623,9968.878462212542,1749.6723693190006
43,Oklahoma State,13,8,5,Oklahoma,2251.3813600835665,9943.583656572622,1775.076583820411
44,Northern Illinois,12,8,4,Wake Forest,1665.4498376450488,9800.749394893837,1622.758503876048
45,Iowa State,14,7,7,Iowa,2122.645425293736,9778.084707928652,1652.6514729375683
46,Washington,13,7,6,Washington State,2040.1936538483203,9711.707636906676,1711.5193991209164
47,Clemson,13,7,6,Georgia Tech,1667.2113859185017,9656.185750138326,1678.8536227872723
48,Wake Forest,13,7,6,Purdue,1745.57887829121,9497.977432794296,1665.4498376450488
49,Air Force,13,8,5,California,1700.7110352332606,9472.579096317197,1460.8490592931535
50,Minnesota,13,8,5,Arkansas,1825.6056343476623,9431.653744600633,1742.2251511402221
51,Bowling Green,12,9,3,Missouri,1524.3142761291472,9381.250872885703,1516.8642804978238
52,Cincinnati,14,7,7,Texas Christian,1835.8430187866427,9260.866806021104,1504.3677011145826
53,Tulane,13,8,5,Hawaii,1551.7893893855055,9137.614392428124,1553.473749061813
54,Mississippi,13,7,6,Florida,1830.164678670539,9006.380473394049,1657.9167503211784
55,Nebraska,14,7,7,Arizona State,1670.4395572485353,8753.385144949083,1616.7534913833329
56,Purdue,13,7,6,Minnesota,1742.2251511402221,8587.849843970276,1745.57887829121
57,Kentucky,12,7,5,Arkansas,1825.6056343476623,8475.24335257992,1619.0770772308829
58,Louisville,13,7,6,Florida State,1958.9921471247092,8403.61295259246,1396.272556478982
59,Oregon,13,7,6,UCLA,1819.91771874417,8352.182528940677,1492.1728293269982
60,North Texas,13,8,5,Cincinnati,1504.3677011145826,8244.896825752492,1587.185101875457
61,Texas A&M,12,6,6,Oklahoma,2251.3813600835665,8220.340142531582,1545.0038075950042
62,Miami (OH),12,7,5,Toledo,1574.1008474165315,7918.762407622295,1477.5347895561624
63,New Mexico,14,7,7,Utah,1319.3009764987478,7357.594690804926,1419.1823658006176
64,New Mexico State,12,7,5,New Mexico,1419.1823658006176,7248.812388578711,1364.462057166004
65,Southern Mississippi,13,7,6,Illinois,1615.9670926871233,7155.29994345603,1444.3954792462955
66,Illinois,12,5,7,Wisconsin,1794.3976193942801,7012.958432906713,1615.9670926871233
67,Central Florida,12,7,5,Miami (OH),1477.5347895561624,6782.702320895436,1473.5076011159865
68,South Carolina,12,5,7,Kentucky,1619.0770772308829,6617.498051758066,1494.668788150962
69,Missouri,12,5,7,Illinois,1615.9670926871233,6377.264385826367,1524.3142761291472
70,Nevada-Las Vegas,12,5,7,Colorado State,1705.6115407197708,6168.74478633537,1247.7345193832894
71,Brigham Young,12,5,7,Hawaii,1551.7893893855055,6150.546538855736,1254.1969265077105
72,San Jose State,13,6,7,Illinois,1615.9670926871233,6028.897107081445,1228.0059466459777
73,Ball State,12,6,6,Connecticut,1359.3357167317852,5698.246360790168,1310.8388422655387
74,Utah,11,5,6,Brigham Young,1254.1969265077105,5665.226749004836,1319.3009764987478
75,Connecticut,12,6,6,Iowa State,1652.6514729375683,5601.7162082528685,1359.3357167317852
76,Nevada,12,5,7,Brigham Young,1254.1969265077105,5134.3014762631965,1278.6448657826754
77,East Carolina,12,4,8,Texas Christian,1835.8430187866427,5068.917324307941,1201.1585875646983
78,San Diego State,13,4,9,Air Force,1460.8490592931535,5035.787827599179,1251.2250846562697
79,Houston,12,5,7,Louisville,1396.272556478982,4980.79132481518,1277.9857769616149
80,Alabama-Birmingham,12,5,7,Houston,1277.9857769616149,4902.501811878026,1214.1979632619607
81,Arizona,12,4,8,California,1700.7110352332606,4786.714371909562,1405.0793751677616
82,Arkansas State,13,6,7,Middle Tennessee State,1159.4627009791197,4556.246448754398,1129.919493150912
83,Louisiana Tech,12,4,8,Oklahoma State,1775.076583820411,4413.568976176693,1035.7649798927728
84,Michigan State,12,4,8,Northwestern,1220.2346579683135,4331.432547991056,1417.0017832341634
85,Middle Tennessee State,12,4,8,Vanderbilt,1155.171662990746,4254.751946252462,1159.4627009791197
86,North Carolina,12,3,9,Arizona State,1670.4395572485353,4122.081893471218,1337.6741258449406
87,Syracuse,12,4,8,Virginia Tech,1868.8484620386319,4043.5446984273913,1307.0645458021218
88,Utah State,11,4,7,New Mexico,1419.1823658006176,3947.5250079048224,1032.5642465878507
89,Akron,12,4,8,Marshall,1665.412423078526,3612.960410488745,1057.0046926740938
90,Rice,11,4,7,Louisiana Tech,1035.7649798927728,3558.765899868976,1130.8521315306557
91,Temple,12,4,8,Connecticut,1359.3357167317852,3370.813125622357,1296.73269749084
92,Ohio,12,4,8,Akron,1057.0046926740938,3253.394651844839,1106.743055791492
93,Louisiana,12,3,9,Alabama-Birmingham,1214.1979632619607,3183.5007915852475,1013.375651831305
94,Northwestern,12,3,9,Duke,1144.5777904205606,3177.0094099499433,1220.2346579683135
95,Western Michigan,12,4,8,Central Michigan,1025.1057902237317,3145.0388485949143,1193.871795463469
96,Central Michigan,12,4,8,Akron,1057.0046926740938,3099.3568699743255,1025.1057902237317
97,Indiana,12,3,9,Wisconsin,1794.3976193942801,3000.441550398272,1122.8277841019967
98,Louisiana-Monroe,12,3,9,Utah State,1032.5642465878507,2885.32323359153,1053.6403848425607
99,Stanford,11,2,9,Arizona,1405.0793751677616,2633.085321813739,1344.195772790938
100,Idaho,12,2,10,San Diego State,1251.2250846562697,2410.6877856353894,839.3833351723745
101,Southern Methodist,12,3,9,Louisiana Tech,1035.7649798927728,2395.612506466379,887.398014777032
102,Eastern Michigan,12,3,9,Southeast Missouri State,1100.4236002544765,2337.0296980695803,857.51797439009
103,Mississippi State,12,3,9,Memphis,1038.6762054763656,2198.1045287339866,1182.0545568795935
104,Memphis,12,3,9,Tulane,1553.473749061813,2130.6004268834795,1038.6762054763656
105,Wyoming,12,2,10,Air Force,1460.8490592931535,2120.5447025872772,1007.9032724239888
106,Duke,12,2,10,East Carolina,1201.1585875646983,2110.7624229920843,1144.5777904205606
107,Troy,12,4,8,Florida A&M,632.8088921739446,2000.2953640417754,983.0664623774768
108,Baylor,12,3,9,Kansas,922.3881809012241,1823.6550166906172,1096.201483802028
109,Western Illinois,1,1,0,Northern Illinois,1622.758503876048,1622.758503876048,511.72500704219874
110,Army,12,1,11,Tulane,1553.473749061813,1553.473749061813,401.61477949787115
111,Vanderbilt,12,2,10,Connecticut,1359.3357167317852,1535.8507840751574,1155.171662990746
112,Kent State,12,3,9,Cal Poly,636.5742845144691,1388.9913380382982,753.5660848519722
113,Navy,12,2,10,Southern Methodist,887.398014777032,1289.0127942749032,909.6038354273861
114,Texas-El Paso,12,2,10,Rice,1130.8521315306557,1287.8206442376872,633.8484568018209
115,Southeast Missouri State,2,1,1,Middle Tennessee State,1159.4627009791197,1159.4627009791197,1100.4236002544765
116,Northeastern,1,1,0,Ohio,1106.743055791492,1106.743055791492,954.6867048630857
117,McNeese State,2,1,1,Louisiana-Monroe,1053.6403848425607,1053.6403848425607,1075.6086141098444
118,Kansas,12,2,10,Tulsa,725.9990697717851,898.7755347307111,922.3881809012241
119,Montana,1,1,0,Idaho,839.3833351723745,839.3833351723745,649.2916412611851
120,Tulsa,12,1,11,Texas-El Paso,633.8484568018209,633.8484568018209,725.9990697717851
121,Lehigh,1,1,0,Buffalo,585.3058999286825,585.3058999286825,656.2481340126408
122,Buffalo,12,1,11,Rutgers,524.9347692095885,524.9347692095885,585.3058999286825
123,Villanova,1,1,0,Rutgers,524.9347692095885,524.9347692095885,697.3771071830957
124,Holy Cross,1,1,0,Army,401.61477949787115,401.61477949787115,572.8907063428201
125,Rutgers,12,1,11,Army,401.61477949787115,401.61477949787115,524.9347692095885
126,Appalachian State,1,0,1,NA,NA,0,180.64658015641896
127,Austin Peay,1,0,1,NA,NA,0,173.43418286505715
128,Cal Poly,2,0,2,NA,NA,0,636.5742845144691
129,Charleston Southern,1,0,1,NA,NA,0,181.74299908197867
130,Chattanooga,1,0,1,NA,NA,0,179.87668603099524
131,Citadel,2,0,2,NA,NA,0,659.6956432941239
132,East Tennessee State,1,0,1,NA,NA,0,181.5938337408502
133,Eastern Illinois,2,0,2,NA,NA,0,702.0430843822019
134,Eastern Kentucky,1,0,1,NA,NA,0,180.20757851908422
135,Eastern Washington,1,0,1,NA,NA,0,179.06463878560697
136,Florida A&M,2,0,2,NA,NA,0,632.8088921739446
137,Florida Atlantic,3,0,3,NA,NA,0,593.845859315767
138,Furman,1,0,1,NA,NA,0,176.51506734337227
139,Idaho State,1,0,1,NA,NA,0,180.81412256072406
140,Illinois State,1,0,1,NA,NA,0,180.1692729411947
141,Indiana State,2,0,2,NA,NA,0,677.1091840524102
142,Jackson State,1,0,1,NA,NA,0,179.31761385342767
143,Jacksonville State,1,0,1,NA,NA,0,176.36186088014412
144,Liberty,2,0,2,NA,NA,0,608.6760026295641
145,Massachusetts,1,0,1,NA,NA,0,184.05545160090062
146,Missouri State,1,0,1,NA,NA,0,172.77646495892594
147,Montana State,1,0,1,NA,NA,0,182.67939340775493
148,Murray State,1,0,1,NA,NA,0,175.51189832379544
149,New Hampshire,1,0,1,NA,NA,0,167.11115359514662
150,Nicholls State,1,0,1,NA,NA,0,180.28550149563378
151,Northern Arizona,1,0,1,NA,NA,0,179.51725830209648
152,Northern Iowa,1,0,1,NA,NA,0,180.0618387841386
153,Northwestern State,1,0,1,NA,NA,0,181.49400076712627
154,Portland State,1,0,1,NA,NA,0,181.8044993000949
155,Rhode Island,1,0,1,NA,NA,0,176.2538660631846
156,Richmond,1,0,1,NA,NA,0,179.47809387886142
157,Sacramento State,1,0,1,NA,NA,0,156.9685127070316
158,Sam Houston,1,0,1,NA,NA,0,176.9309304861531
159,Samford,1,0,1,NA,NA,0,175.267766017608
160,Southern,1,0,1,NA,NA,0,181.6338621882183
161,Southern Illinois,1,0,1,NA,NA,0,179.6014051410097
162,Southern Utah,2,0,2,NA,NA,0,600.2064296870064
163,Tennessee Tech,2,0,2,NA,NA,0,686.9048728690366
164,Tennessee-Martin,1,0,1,NA,NA,0,177.55452830155252
165,Texas State,1,0,1,NA,NA,0,180.06217718685102
166,Weber State,1,0,1,NA,NA,0,181.03242753289203
167,Western Carolina,1,0,1,NA,NA,0,179.0729450521143
168,Western Kentucky,1,0,1,NA,NA,0,180.24153748490454
169,William & Mary,1,0,1,NA,NA,0,180.93814078025991
170,Wofford,1,0,1,NA,NA,0,181.16278458251446
