rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
57,Wisconsin,13,7,6,Minnesota,1455.477188097795,8849.538832797301,1612.3594891285481
58,Minnesota,13,7,6,Illinois,1448.023678882478,8656.815685122527,1455.477188097795
59,Fresno State,13,7,6,Rutgers,1781.9749159871108,8429.478579411176,1419.3325668676341
60,North Carolina State,13,6,7,North Carolina,1814.8010335087981,8409.267684954535,1722.9928646211476
61,Troy,13,8,5,Florida Atlantic,1359.4871174276368,8325.790592532834,1568.9524348966336
62,Colorado State,14,7,7,Houston,1637.6666435337131,8038.668666676808,1489.7308145240524
63,Colorado,13,6,7,West Virginia,1779.6323056442013,7932.5669237695365,1499.5966408086183
64,Kentucky,13,7,6,Arkansas,1579.0733322533215,7920.660680645639,1540.4144298743367
65,Hawaii,14,7,7,Nevada,1536.620464074057,7813.648283132336,1377.0179531496194
66,Nevada,13,7,6,Louisiana Tech,1461.2660479377435,7701.984271664993,1536.620464074057
67,Florida Atlantic,13,7,6,Central Michigan,1426.7006854838135,7600.5426544507345,1359.4871174276368
68,Bowling Green,12,6,6,Pittsburgh,1779.9618521677219,7437.273588740367,1346.1095243966229
69,Tennessee,12,5,7,Vanderbilt,1656.3146199759713,7106.042212674,1606.8420041315198
70,Virginia,12,5,7,North Carolina,1814.8010335087981,7019.750748616849,1601.3270910327774
71,Stanford,12,5,7,Oregon State,1890.1546368522997,6640.753513534699,1422.94463041428
72,Louisiana,12,6,6,Arkansas State,1308.2857768202084,6449.955233922558,1282.173050542038
73,Illinois,12,5,7,Iowa,1909.576588263687,6312.357503718644,1448.023678882478
74,Arkansas,12,5,7,Louisiana State,1874.7890575990173,6262.372839849419,1579.0733322533215
75,Nevada-Las Vegas,12,5,7,Arizona State,1496.7662388861775,6248.475801867561,1260.1312203003797
76,Auburn,12,5,7,Tennessee,1606.8420041315198,6223.086327007424,1512.9413427471725
77,Louisville,12,5,7,South Florida,1603.8460242094911,6082.114056444003,1369.6469383902136
78,Northern Illinois,13,6,7,Bowling Green,1346.1095243966229,5898.634079713126,1293.451793569957
79,Memphis,13,6,7,Southern Mississippi,1511.666185446847,5839.965004595406,1279.4111371453948
80,Arkansas State,12,6,6,Florida Atlantic,1359.4871174276368,5775.84440450116,1308.2857768202084
81,San Jose State,12,6,6,Hawaii,1377.0179531496194,5676.400121717907,1256.5844290762227
82,Texas-El Paso,12,5,7,Southern Mississippi,1511.666185446847,5618.1830336467165,1357.7233926121403
83,Middle Tennessee State,12,5,7,Maryland,1686.8490538130395,5566.279550730139,1122.3113443181126
84,Akron,12,5,7,Syracuse,1233.439979038233,5446.164634022855,1177.8208293827233
85,Temple,12,5,7,Akron,1177.8208293827233,5267.587518746701,1314.2725285603892
86,Kansas State,12,5,7,Texas A&M,1323.5293498670374,5128.888572089489,1406.3267819373161
87,Mississippi State,12,4,8,Vanderbilt,1656.3146199759713,5038.829763928735,1402.2475058350149
88,Duke,12,4,8,Vanderbilt,1656.3146199759713,4993.333522872379,1454.4891168093143
89,Florida International,12,5,7,Arkansas State,1308.2857768202084,4987.26965874933,1158.1116755166984
90,New Mexico,12,4,8,Arizona,1803.8748412639877,4976.1258613572045,1272.781424308682
91,Texas A&M,12,4,8,Colorado,1499.5966408086183,4915.015396846592,1323.5293498670374
92,UCLA,12,4,8,Tennessee,1606.8420041315198,4719.926240887988,1307.5291084785663
93,Marshall,12,4,8,Houston,1637.6666435337131,4608.164049020607,1258.3450673252182
94,Arizona State,12,5,7,Stanford,1422.94463041428,4601.999743897988,1496.7662388861775
95,Wyoming,12,4,8,Tennessee,1606.8420041315198,4050.7427951911845,1181.515096433246
96,Purdue,12,4,8,Central Michigan,1426.7006854838135,4043.5388902033073,1424.7113323425526
97,Central Florida,12,4,8,Memphis,1279.4111371453948,3959.5635356597686,1196.8051943925093
98,Michigan,12,3,9,Wisconsin,1612.3594891285481,3888.97071080806,1341.13459047535
99,Kent State,12,4,8,Buffalo,1520.854250533063,3832.4186504514546,1069.4431752087482
100,Louisiana-Monroe,12,4,8,Troy,1568.9524348966336,3680.361335091883,1014.8615716492241
101,Syracuse,12,3,9,Notre Dame,1635.8379707164906,3676.4626431766046,1233.439979038233
102,Alabama-Birmingham,12,4,8,Marshall,1258.3450673252182,3511.376903690002,1213.613863418721
103,New Mexico State,12,3,9,Nevada,1536.620464074057,3484.6836767540985,907.3003982187349
104,Baylor,12,4,8,Texas A&M,1323.5293498670374,3465.4902031212778,1489.7918577625792
105,Eastern Michigan,12,3,9,Central Michigan,1426.7006854838135,3377.1390464918245,1006.0277801438788
106,Army,12,3,9,Louisiana Tech,1461.2660479377435,3348.106804032248,1085.6629698612246
107,Ohio,12,4,8,Akron,1177.8208293827233,3246.7002176267806,1176.9419057771563
108,Utah State,12,3,9,Hawaii,1377.0179531496194,3168.378668876737,1240.438680371388
109,Toledo,12,3,9,Michigan,1341.13459047535,3168.2964042009457,1051.590729770771
110,Indiana,12,3,9,Northwestern,1741.0603448675138,2971.5043822584994,1095.7621191005007
111,San Diego State,12,2,10,Nevada-Las Vegas,1260.1312203003797,2144.191537808762,1083.4355254412358
112,Miami (OH),12,2,10,Bowling Green,1346.1095243966229,1937.525858303577,821.1340335817171
113,Tulane,12,2,10,Louisiana-Monroe,1014.8615716492241,1761.5871989639204,880.8129759506261
114,Idaho,12,2,10,New Mexico State,907.3003982187349,1512.5405169566457,884.0603175083822
115,Iowa State,12,2,10,Kent State,1069.4431752087482,1246.1423387442492,1056.9743618680673
116,New Hampshire,1,1,0,Army,1085.6629698612246,1085.6629698612246,844.6880375063971
117,Cal Poly,2,1,1,San Diego State,1083.4355254412358,1083.4355254412358,994.7773831409521
118,Western Kentucky,12,2,10,Eastern Kentucky,531.8442742740087,1034.1481942343216,728.1401174306725
119,Washington State,13,2,11,Washington,783.46526697318,951.4759239000836,906.6743393690081
120,North Texas,12,1,11,Western Kentucky,728.1401174306725,728.1401174306725,776.9416904095663
121,Southern Methodist,12,1,11,Texas State,171.745613934079,171.745613934079,746.7256273146962
122,Alabama A&M,1,0,1,NA,NA,0,176.35553426898517
123,Alabama State,1,0,1,NA,NA,0,175.41366602164842
124,Alcorn State,2,0,2,NA,NA,0,590.3398200679013
125,Appalachian State,1,0,1,NA,NA,0,180.96750489687335
126,California-Davis,1,0,1,NA,NA,0,184.14724702854664
127,Central Arkansas,1,0,1,NA,NA,0,183.13200311634958
128,Charleston Southern,2,0,2,NA,NA,0,591.416333906954
129,Chattanooga,2,0,2,NA,NA,0,699.753141774322
130,Citadel,2,0,2,NA,NA,0,712.7649874722932
131,Coastal Carolina,1,0,1,NA,NA,0,179.82408089346825
132,Delaware,1,0,1,NA,NA,0,183.33058898282013
133,Delaware State,1,0,1,NA,NA,0,176.15783777628545
134,Eastern Illinois,2,0,2,NA,NA,0,683.711155337068
135,Eastern Kentucky,2,0,2,NA,NA,0,531.8442742740087
136,Eastern Washington,2,0,2,NA,NA,0,710.1718452718466
137,Furman,1,0,1,NA,NA,0,181.5194848165502
138,Gardner-Webb,1,0,1,NA,NA,0,185.82533825340548
139,Georgia Southern,1,0,1,NA,NA,0,181.34399188709634
140,Grambling State,1,0,1,NA,NA,0,180.171009603242
141,Hofstra,1,0,1,NA,NA,0,180.57035555518277
142,Idaho State,2,0,2,NA,NA,0,605.2401187379107
143,Illinois State,1,0,1,NA,NA,0,179.4200828946524
144,Indiana State,2,0,2,NA,NA,0,604.3288366113882
145,Jacksonville State,1,0,1,NA,NA,0,180.97919658096617
146,James Madison,1,0,1,NA,NA,0,180.17986240108897
147,Maine,1,0,1,NA,NA,0,180.2669507140241
148,Massachusetts,1,0,1,NA,NA,0,182.8813481580085
149,McNeese State,1,0,1,NA,NA,0,183.21490664943204
150,Missouri State,1,0,1,NA,NA,0,182.10399212433057
151,Montana State,2,0,2,NA,NA,0,689.2701194027794
152,Morgan State,1,0,1,NA,NA,0,178.28950648288378
153,Murray State,2,0,2,NA,NA,0,502.30391996031284
154,Nicholls State,1,0,1,NA,NA,0,178.8605756443078
155,Norfolk State,1,0,1,NA,NA,0,181.14689004509754
156,North Dakota State,1,0,1,NA,NA,0,183.5233598412726
157,Northeastern,2,0,2,NA,NA,0,670.9777340699003
158,Northern Arizona,1,0,1,NA,NA,0,181.3863986629534
159,Northern Colorado,1,0,1,NA,NA,0,179.9414951436427
160,Northern Iowa,1,0,1,NA,NA,0,181.20671041919232
161,Northwestern State,1,0,1,NA,NA,0,178.31215201716532
162,Portland State,1,0,1,NA,NA,0,168.0106569269036
163,Rhode Island,1,0,1,NA,NA,0,181.64208838926004
164,Richmond,1,0,1,NA,NA,0,180.73944756559158
165,Sacramento State,1,0,1,NA,NA,0,183.80618979191706
166,Sam Houston,1,0,1,NA,NA,0,182.58905470182543
167,Samford,1,0,1,NA,NA,0,181.80952571418553
168,South Carolina State,2,0,2,NA,NA,0,675.0817038744591
169,South Dakota State,1,0,1,NA,NA,0,176.699163535501
170,Southeast Missouri State,1,0,1,NA,NA,0,180.76565726037236
171,Southeastern Louisiana,2,0,2,NA,NA,0,681.1304673813298
172,Southern,1,0,1,NA,NA,0,179.679187462974
173,Southern Illinois,1,0,1,NA,NA,0,182.29958050406822
174,Southern Utah,1,0,1,NA,NA,0,180.29623640233734
175,Stephen F. Austin,1,0,1,NA,NA,0,180.7345101698232
176,Tennessee Tech,2,0,2,NA,NA,0,670.218768833688
177,Tennessee-Martin,2,0,2,NA,NA,0,687.4690599448184
178,Texas Southern,1,0,1,NA,NA,0,178.71333082958307
179,Texas State,1,0,1,NA,NA,0,171.745613934079
180,Towson,1,0,1,NA,NA,0,180.7000782637728
181,Villanova,1,0,1,NA,NA,0,181.04724593934756
182,Virginia Military Institute,1,0,1,NA,NA,0,178.30217945359192
183,Washington,12,0,12,NA,NA,0,783.46526697318
184,Weber State,2,0,2,NA,NA,0,698.3941491567763
185,Western Carolina,1,0,1,NA,NA,0,179.34791467542408
186,Western Illinois,1,0,1,NA,NA,0,184.10699581311277
187,William & Mary,1,0,1,NA,NA,0,181.96136097790517
188,Wofford,1,0,1,NA,NA,0,182.64676140340208
189,Youngstown State,1,0,1,NA,NA,0,180.29859698603875
