rank,team,elo,wins,losses,best_win_name,best_win_elo
28,Brest,1585.2261416944605,26.5,11.5,Paris FC,1544.9930559019233
29,Portsmouth,1580.2677402644888,31.5,14.5,Sunderland,1578.8280296990736
30,Brescia,1579.295766995962,24.5,11.5,Lecce,1533.7017294730197
31,Sunderland,1575.1473476159522,31.5,14.5,Barnsley,1550.3198400361932
32,Aston Villa,1573.6746482742672,28,18,Bristol City,1553.0214455352698
33,Lecce,1573.3902979104378,23.5,12.5,Brescia,1595.2387938720292
34,Roma,1570.8786203119212,24,14,Juventus,1655.0072799123272
35,Milan,1570.4892360436627,24.5,13.5,Atalanta,1538.763638050919
36,Chelsea,1568.7708596325028,25.5,12.5,Man City,1607.491654820406
37,Torino,1565.7291880512848,23.5,14.5,Inter,1563.4809221757944
38,Inter,1565.4685468956332,24.5,13.5,Napoli,1586.6403879221652
39,Feyenoord,1565.3132965745408,22.5,11.5,Ajax,1605.8753047540347
40,Malaga,1562.696020245319,26.5,15.5,Albacete,1567.3602683447616
41,St Etienne,1559.751199195182,23.5,14.5,Reims,1534.100129374147
42,Palermo,1559.6464499335327,23.5,12.5,Lecce,1544.411613454616
43,Valencia,1559.5775885879605,23,15,Real Madrid,1571.6987433124896
44,Sp Braga,1558.8738528852596,23,11,Guimaraes,1530.9867984798518
45,Paris FC,1558.3340337129143,24,14,Metz,1560.8152893738754
46,West Brom,1554.456276700681,28.5,17.5,Leeds,1543.4354658106017
47,Arsenal,1553.7398481697849,24.5,13.5,Man United,1594.1793783125931
48,Leverkusen,1552.519455558954,20,14,Bayern Munich,1580.0238067381113
49,FC Koln,1551.2690445752962,22,12,St Pauli,1546.6676854563536
50,Union Berlin,1548.3445106668355,21.5,12.5,FC Koln,1551.51513575878
51,Mallorca,1546.925562367263,25,17,La Coruna,1548.8934913997452
52,Leeds,1546.6852989918425,29,17,West Brom,1555.505671771259
53,Albacete,1546.4225174409573,26,16,Alcorcon,1566.5877452557452
54,Paderborn,1546.0331509594428,20.5,13.5,Union Berlin,1559.3708682077313
55,Man United,1545.5614214211992,23.5,14.5,Tottenham,1582.9525039975458
56,Derby,1545.1837129717903,27,19,Norwich,1577.3259816956333
57,AZ Alkmaar,1544.9194391109697,20.5,13.5,PSV Eindhoven,1638.2590668649414
58,Real Madrid,1544.6550717096793,23.5,14.5,Ath Madrid,1577.2709403625236
59,Werder Bremen,1544.108149809391,19.5,14.5,RB Leipzig,1599.1111476470842
60,La Coruna,1542.7392507212653,25.5,16.5,Albacete,1562.4117863519518
61,Benevento,1542.3838021449028,21.5,14.5,Brescia,1590.3967100202963
62,Lorient,1541.7084493506352,23,15,Lens,1528.3533830701933
63,Getafe,1538.4670890033146,22,16,Ath Bilbao,1537.3230153063503
64,Tottenham,1538.2649065268251,24,14,Chelsea,1565.293752601115
65,Heidenheim,1538.2455226415698,20,14,Union Berlin,1570.0687517016083
66,Montpellier,1537.1871770599284,22,16,Paris SG,1643.201847753163
67,Lens,1537.1814188803178,22.5,15.5,Brest,1563.328308799109
68,Wolfsburg,1535.8926309751103,19.5,14.5,M'gladbach,1556.455913925041
69,Vitesse,1535.5067027649825,19.5,14.5,Heracles,1535.6924807219218
70,Doncaster,1534.2967431087334,26.5,19.5,Blackpool,1537.2160627244832
71,Marseille,1534.294132304642,21.5,16.5,Montpellier,1547.8851327440236
72,Cadiz,1533.0337327571724,24,18,Albacete,1570.5646786335908
73,Bristol City,1528.9927052545713,25.5,20.5,Sheffield United,1598.212835215804
74,Middlesbrough,1526.6743319615014,26.5,19.5,West Brom,1552.0594389772716
75,Utrecht,1526.022811400105,19,15,Feyenoord,1541.1586197183922
76,Bielefeld,1525.6941410625059,18,16,Hamburg,1567.7610300369472
77,Wolves,1523.0651700144888,20.5,17.5,Man United,1591.4651448774152
78,Ein Frankfurt,1523.0061988940704,19.5,14.5,Hoffenheim,1527.286312263717
79,Oviedo,1522.2344466671796,23,19,Almeria,1530.8400744501464
80,Reims,1522.0616134195227,21,17,Paris SG,1637.9147733990987
81,Sp Gijon,1521.7550788461283,22.5,19.5,Granada,1564.5855892156885
82,Sheffield Weds,1520.581519100351,24,22,Bristol City,1541.8630020960572
83,Pescara,1520.4522187906398,20.5,15.5,Palermo,1552.432778690786
84,Peterboro,1520.3971297630737,26,20,Portsmouth,1594.6061035995715
85,Hoffenheim,1520.3762697556333,19,15,Leverkusen,1533.7304080459803
86,Almeria,1520.077272450403,22.5,19.5,Albacete,1557.2253889751778
87,Espanol,1519.564229919925,19.5,18.5,Ath Madrid,1617.3139195358428
88,Hamburg,1519.0099388368983,20,14,St Pauli,1542.9758031144947
89,Ath Bilbao,1518.587549339571,20,18,Ath Madrid,1596.293587086447
90,Sevilla,1518.5844974663657,21,17,Real Madrid,1537.789162212952
91,Nice,1518.4336595238308,20.5,17.5,Lyon,1567.5830678419804
92,Regensburg,1517.7766606563666,18.5,15.5,FC Koln,1565.207578090957
93,Lazio,1517.1998828520352,21,17,Inter,1559.9253773004955
94,Oxford,1516.2377856776448,22.5,23.5,Charlton,1592.2177747767294
95,Cittadella,1515.4309652337943,19.5,16.5,Brescia,1573.3186766567374
96,Guimaraes,1514.9538893471183,18.5,15.5,Sp Lisbon,1566.5372989652005
97,M'gladbach,1514.8565564966511,19.5,14.5,Bayern Munich,1524.8933303786512
98,Everton,1514.3396141613416,19.5,18.5,Arsenal,1591.731180069111
99,Brentford,1513.950936913182,23.5,22.5,Leeds,1571.83046681312
100,Cremonese,1513.5799216337662,18.5,17.5,Lecce,1565.7704394704795
101,Burton,1511.8272513791544,23,23,Luton,1619.8099275331879
102,Coventry,1508.804355517832,23.5,22.5,Sunderland,1606.1316550461122
103,Den Haag,1508.4615123587341,16.5,17.5,Feyenoord,1570.6455263160756
104,Verona,1507.6734621033668,19.5,16.5,Spezia,1530.5239890181847
105,Elche,1507.39343909541,21,21,Cadiz,1552.2371540787399
106,Rennes,1507.1933181846355,19.5,18.5,Lille,1608.620240272757
107,Le Havre,1507.1520944195188,20.5,17.5,Lens,1556.775797335799
108,Spezia,1506.7891597659225,18.5,17.5,Benevento,1531.0617151059164
109,Nott'm Forest,1505.8233314886872,24.5,21.5,Leeds,1575.8142439466908
110,Darmstadt,1505.3643068314918,16.5,17.5,FC Koln,1569.6523353002335
111,Extremadura UD,1504.799784833006,19.5,22.5,Cadiz,1554.5892943399588
112,Moreirense,1504.7513739084504,18,16,Sp Braga,1583.7459773632754
113,Cosenza,1503.8495219925487,17.5,18.5,Cittadella,1517.8400993686673
114,Crystal Palace,1503.826903605849,17.5,20.5,Man City,1603.568312505129
115,Swansea,1503.8124525171738,23.5,22.5,Sheffield United,1556.5300760765508
116,Hull,1502.5199944907265,22.5,23.5,Leeds,1587.6539137269529
117,Nimes,1501.6867125143726,19,19,Reims,1523.3924643412977
118,Rio Ave,1501.3869079212664,16.5,17.5,Guimaraes,1527.1726171997998
119,Chateauroux,1501.3140248101822,18.5,19.5,Lens,1545.8298471422813
120,Holstein Kiel,1500.2316416225399,18,16,Hamburg,1572.1055032588104
121,West Ham,1500.1554118714996,18.5,19.5,Tottenham,1564.5738897584308
122,Birmingham,1499.6060993624292,23.5,22.5,Leeds,1580.6993672959875
123,Preston,1498.846629758937,22.5,23.5,Norwich,1585.3054033441504
124,Boavista,1497.9105096373821,15.5,18.5,Sp Braga,1563.4783850401843
125,Perugia,1497.5681096893757,18,18,Pescara,1530.7516821045183
126,Groningen,1497.4205102475016,16,18,Feyenoord,1555.6413619794807
127,Sociedad,1496.673833782752,18.5,19.5,Real Madrid,1569.2697478616171
128,Leicester,1495.6650237385231,18.5,19.5,Man City,1589.5357637169416
129,Nantes,1494.5180250494798,17.5,20.5,Paris SG,1652.8744772042785
130,Blackpool,1494.3527631454406,23.5,22.5,Portsmouth,1586.5667279925071
131,Bologna,1493.48684088046,16.5,21.5,Napoli,1606.78900195233
132,Strasbourg,1493.1456316526203,19,19,Reims,1546.0782950262524
133,Angers,1493.1176362803883,18,20,Montpellier,1553.9044111439605
134,Tenerife,1493.04468517273,19.5,22.5,Osasuna,1597.0069523043658
135,Las Palmas,1492.854268527436,21,21,La Coruna,1559.0286754975473
136,Crotone,1492.1500106837734,16,20,Palermo,1552.7541021241789
137,Fortuna Dusseldorf,1491.526458118295,15.5,18.5,Dortmund,1600.9346778860101
138,Sampdoria,1491.4658914287218,19,19,Juventus,1640.4404897439622
139,Fleetwood Town,1490.513186140478,22.5,23.5,Sunderland,1599.8753751062534
140,St Pauli,1490.489782157939,17.5,16.5,Union Berlin,1552.6814783798143
141,Bristol Rvs,1490.0281030919566,20.5,25.5,Barnsley,1617.4074709323704
142,Orleans,1489.9268811594766,18.5,19.5,Lorient,1561.0216173005304
143,Bochum,1488.8287901568956,16.5,17.5,FC Koln,1562.5480533980767
144,Eibar,1488.4071485557483,18,20,Valencia,1548.727696281109
145,Villarreal,1487.8307210607422,17,21,Sevilla,1524.969612629775
146,Mainz,1486.5068224826787,15.5,18.5,Ein Frankfurt,1542.4498748358099
147,Sandhausen,1486.4518058315743,14.5,19.5,St Pauli,1533.926667662134
148,Stoke,1485.5333579428593,22,24,Leeds,1573.5432078677939
149,Newcastle,1485.4735726827935,16.5,21.5,Man City,1606.7998313845294
150,Blackburn,1484.4972939825632,22,24,West Brom,1556.679530604415
151,Clermont,1484.1759294613591,18.5,19.5,Metz,1578.881128398834
152,Heracles,1483.7619414514677,16.5,17.5,Ajax,1601.7279680708268
153,Santa Clara,1483.7207301721162,15.5,18.5,Guimaraes,1530.539231474504
154,Dresden,1482.6172546041294,15.5,18.5,FC Koln,1582.1913042237236
155,Willem II,1481.7347628973205,15.5,18.5,Feyenoord,1552.667429993928
156,Grenoble,1481.5606356035482,18.5,19.5,Orleans,1531.0210596895106
157,Belenenses,1481.392585605914,16.5,17.5,Sp Braga,1582.7819784843537
158,Betis,1481.1156942782407,18,20,Ath Madrid,1589.900619197037
159,Greuther Furth,1481.0077803520016,16,18,Regensburg,1522.8629192818628
160,Zaragoza,1480.5817043613438,19,23,Sp Gijon,1525.0101363731148
161,Foggia,1480.5439743301997,16.5,19.5,Benevento,1528.4381489620432
162,Lugo,1479.81511446735,18.5,23.5,La Coruna,1537.9895485124632
163,Udinese,1478.8944578857331,16,22,Roma,1516.8067511294694
164,Livorno,1477.8257231710616,15,21,Benevento,1554.561235931933
165,Ascoli,1477.590517019503,16.5,19.5,Pescara,1527.9161840289069
166,Gillingham,1477.530460976303,20,26,Portsmouth,1585.8404251274414
167,Alaves,1477.4179022926257,18.5,19.5,Real Madrid,1526.4510615866175
168,Nancy,1477.2782480728579,15,23,Metz,1610.7682656092918
169,Leganes,1476.9784909701104,17,21,Getafe,1548.8542970084968
170,Hertha,1476.6157917346777,16,18,M'gladbach,1569.3961391250473
171,Heerenveen,1476.5479198183186,15.5,18.5,Zwolle,1500
172,Niort,1476.0980111868778,18,20,Paris FC,1526.4274139148786
173,Watford,1475.9489596398992,18,20,Tottenham,1528.8499774443094
174,Numancia,1475.329129070041,19,23,Granada,1567.375664846981
175,AFC Wimbledon,1471.624727602866,18.5,27.5,Doncaster,1531.7087064603102
176,Erzgebirge Aue,1470.3854004386299,14.5,19.5,Union Berlin,1554.4603454801738
177,Wigan,1470.2605146717758,19.5,26.5,Leeds,1585.190181452783
178,Levante,1470.1430892205594,16.5,21.5,Alaves,1519.1441582154548
179,FC Emmen,1469.478692940441,14,20,Utrecht,1527.5745875288733
180,Shrewsbury,1469.3175760901274,20,26,Doncaster,1541.9683131602703
181,Reading,1469.1355197377989,18.5,27.5,Preston,1550.2130603225764
182,Rochdale,1468.7824938540382,19.5,26.5,Accrington,1523.2684260255974
183,VVV Venlo,1468.6139787866764,15,19,Den Haag,1501.3828019062353
184,Accrington,1468.323409758249,20.5,25.5,Peterboro,1544.8087476402866
185,Valenciennes,1468.0873415200972,16,22,Brest,1581.6987866924187
186,Ingolstadt,1467.6612677535772,13,21,Hamburg,1531.7561671724152
187,Zwolle,1464.69901352636,14,20,Feyenoord,1562.326310518688
188,Sassuolo,1464.4487477943533,17,21,Genoa,1510.28774368332
189,Venezia,1462.0629623081386,15,21,Salernitana,1527.3861306274607
190,Spal,1461.8909869317697,15.5,22.5,Juventus,1670.3994385127437
191,Setubal,1459.7509765613515,14,20,Aves,1500
192,Maritimo,1459.671667280468,13.5,20.5,Sp Braga,1575.878180726167
193,Portimonense,1458.9660468934383,14,20,Benfica,1564.4449574189853
194,Sochaux,1458.352144897664,15,23,Paris FC,1562.3365629341563
195,Southampton,1458.1529078902354,15,23,Tottenham,1574.7048221974562
196,Plymouth,1458.0719303799908,18.5,27.5,Peterboro,1525.8319408259647
197,Burnley,1457.7412481062527,14.5,23.5,Tottenham,1599.3802190195506
198,Celta,1457.6817492742966,15.5,22.5,Barcelona,1653.4623969018246
199,Aves,1457.3253678771853,13,21,Rio Ave,1533.8405994616512
200,Ajaccio,1457.2791357982492,15.5,22.5,Lens,1533.8913197757809
201,Beziers,1456.791850865789,14.5,23.5,Brest,1601.984684799383
202,Auxerre,1456.4823635686457,15.5,22.5,Metz,1555.4154868818682
203,Valladolid,1456.2854723665944,15.5,22.5,Ath Bilbao,1533.2793260758003
204,Freiburg,1455.4158770466897,14,20,RB Leipzig,1543.240775579526
205,Tondela,1454.3624577649387,13,21,Sp Lisbon,1564.6491154116634
206,Bournemouth,1453.246610135142,16,22,Chelsea,1564.6440623395974
207,Cagliari,1452.288916410994,15.5,22.5,Inter,1554.9749528264883
208,Wycombe,1451.9924627313999,19.5,26.5,Peterboro,1551.5055890498197
209,Empoli,1451.54808642625,14,24,Napoli,1602.6258898529952
210,Amiens,1450.8953705333408,14.5,23.5,Reims,1520
211,Alcorcon,1449.8794613694117,19,23,Granada,1542.715088216555
212,Padova,1448.7174266154263,13,23,Lecce,1578.536520495897
213,Magdeburg,1448.3546362342665,12.5,21.5,Hamburg,1554.5060039387658
214,Schalke 04,1447.1381943682777,12.5,21.5,Dortmund,1616.1076554398394
215,Parma,1446.6945143934465,15.5,22.5,Fiorentina,1518.112118471323
216,Genoa,1446.411292796657,15,23,Juventus,1669.2528323549566
217,Rayo Majadahonda,1446.175034037069,16.5,25.5,La Coruna,1552.1986091137849
218,Bordeaux,1445.5231439342238,15.5,22.5,St Etienne,1534.729187998957
219,Monaco,1445.4493228484266,14,24,Lille,1588.038875495262
220,Ajaccio GFCO,1445.1168454601348,15,23,Lens,1533.4922729616446
221,Fiorentina,1445.1139513883331,16.5,21.5,Milan,1535.3956398243165
222,Chaves,1442.2631402584336,12,22,Moreirense,1539.5195427864483
223,Toulouse,1439.766666930695,15,23,Lille,1550.470512131741
224,Huesca,1439.0172551631738,13,25,Betis,1518.9746259334568
225,Excelsior,1438.5999477353844,12,22,Feyenoord,1560.9415460560285
226,QPR,1438.141712886301,18.5,27.5,Leeds,1572.0283915177472
227,Southend,1437.1854466224447,18,28,Sunderland,1588.1032506971383
228,For Sittard,1434.8381456122925,12.5,21.5,Feyenoord,1576.7107305067066
229,Millwall,1433.3204754164287,17,29,West Brom,1566.1382947022373
230,Augsburg,1432.658221649878,12,22,Dortmund,1607.677591698806
231,Duisburg,1432.2343646180393,11,23,FC Koln,1543.1923119252801
232,Salernitana,1429.8738295150451,14,22,Palermo,1568.1687720946145
233,Gimnastic,1425.7763435681284,13.5,28.5,Mallorca,1562.3085177894257
234,Caen,1422.7255872913402,13,25,Dijon,1528.5800885799504
235,Dijon,1422.714353374041,12.5,25.5,Lyon,1572.9446519333935
236,Graafschap,1422.1664621543678,10.5,23.5,Heerenveen,1509.438847269642
237,Stuttgart,1422.0816431872327,10.5,23.5,Wolfsburg,1542.0653557161704
238,Walsall,1420.575689903163,17.5,28.5,Gillingham,1517.5341432439589
239,Brighton,1420.3093365731622,13.5,24.5,Wolves,1516.7147936776946
240,Scunthorpe,1419.212357981267,17,29,Peterboro,1538.7460330637384
241,Cardiff,1417.785821051196,12,26,Man United,1559.7771220222317
242,Girona,1417.5803915520958,14,24,Real Madrid,1565.408734687897
243,Red Star,1417.5159526760133,11.5,26.5,Lens,1522.7109290642118
244,Bradford,1416.8472389571805,15,31,Peterboro,1513.2374477785054
245,Rotherham,1416.6393968365944,16,30,Nott'm Forest,1519.4529372593443
246,Vallecano,1412.8309220035387,12,26,Real Madrid,1575.7834403128863
247,Carpi,1411.1758801626029,11,25,Spezia,1520.567462568228
248,Cordoba,1410.1658738244096,13.5,28.5,Mallorca,1545.1345488954644
249,Nacional,1408.1629187721196,10.5,23.5,Guimaraes,1537.1857742679942
250,Guingamp,1405.9876048563399,11,27,Rennes,1523.3712602292499
251,NAC Breda,1397.8739271530783,9,25,Heracles,1531.5855475156504
252,Ipswich,1396.7481697618657,13,33,Leeds,1560.6647604032416
253,Frosinone,1389.3270229597963,10,28,Sampdoria,1517.2871387243092
254,Fulham,1387.710371323978,9.5,28.5,Everton,1506.2274795121587
255,Feirense,1386.1095142272527,8.5,25.5,Rio Ave,1500
256,Hannover,1381.289670619944,8,26,Wolfsburg,1490.0313392271569
257,Chievo,1379.4198019277574,9,29,Lazio,1532.7976131395087
258,Nurnberg,1377.3894647467214,8,26,Hannover,1489.9917251272818
259,Bolton,1356.037686222261,12,34,Birmingham,1530.9941318305932
260,Huddersfield,1339.5450794023418,6.5,31.5,Wolves,1518.2091665170947
261,Reus Deportiu,1322.5782182569005,8,34,Alcorcon,1556.3579359352393
