rank,team,league,elo,wins,draws,losses,best_win_name,best_win_elo
33,Verona,ITA2,1574.0647753522308,23,9,10,Torino,1579.136442281008
34,Ein Frankfurt,GER2,1571.4062720813354,20,8,6,Braunschweig,1518.4809965128766
35,Alcorcon,ESP2,1570.735510278149,21,10,11,Cordoba,1538.2093182928777
36,Arsenal,ENG,1569.8544155754369,21,7,10,Man City,1610.7579934639277
37,Bastia,FRA2,1569.0168816081607,21,8,9,Reims,1547.5674878121658
38,Varese,ITA2,1564.951158930636,20,11,11,Sampdoria,1563.8418563049074
39,Bordeaux,FRA,1563.0601252858046,16,13,9,Lille,1562.7802535170886
40,Huddersfield,ENG3,1562.625231356321,21,18,7,Charlton,1608.313960011695
41,AZ Alkmaar,NED,1562.351225693979,19,8,7,Feyenoord,1534.5573288122848
42,Schalke 04,GER,1561.8938373193648,20,4,10,Werder Bremen,1531.1725820282813
43,Troyes,FRA2,1561.555301339827,17,13,8,Reims,1533.9651703986738
44,Fortuna Dusseldorf,GER2,1561.2316403663824,16,14,4,Greuther Furth,1560.7476473210047
45,Birmingham,ENG2,1560.799712143304,20,16,10,Reading,1621.6526404772396
46,Blackpool,ENG2,1558.3689529037167,20,15,11,Southampton,1596.3489952217806
47,Milton Keynes Dons,ENG3,1557.2133072165486,22,14,10,Sheffield United,1601.4829808365034
48,Stevenage,ENG3,1555.4073497580584,18,19,9,Charlton,1562.2822835184993
49,St Pauli,GER2,1555.2772699981454,18,8,8,Ein Frankfurt,1571.1499002688277
50,Sampdoria,ITA2,1554.1060279640399,17,16,9,Verona,1576.041035504058
51,Tottenham,ENG,1553.64660139439,20,9,9,Newcastle,1539.247010019398
52,Cardiff,ENG2,1552.8160811311845,19,18,9,Southampton,1541.418022002956
53,Almeria,ESP2,1552.5166307877275,18,16,8,La Coruna,1618.6368441359346
54,Paderborn,GER2,1552.2993078528232,17,10,7,Fortuna Dusseldorf,1592.3398724823053
55,Cordoba,ESP2,1552.0031877978772,20,11,11,Valladolid,1572.3821705461398
56,Reims,FRA2,1551.1565050957506,18,11,9,Troyes,1542.4159279163512
57,M'gladbach,GER,1548.2431599557426,17,9,8,Schalke 04,1565.0399416110442
58,Newcastle,ENG,1545.4189264333531,19,8,11,Man United,1588.6448970574913
59,Napoli,ITA,1544.0948314894176,16,13,9,Udinese,1535.8936059302832
60,Notts County,ENG3,1542.1164769628601,21,10,15,Charlton,1616.289252373892
61,Parma,ITA,1541.1330998688197,15,11,12,Udinese,1543.8624343379074
62,Chelsea,ENG,1540.709385587528,18,10,10,Man City,1602.0879193842607
63,Udinese,ITA,1539.9890326372774,18,10,10,Lazio,1518.529678310413
64,Twente,NED,1539.1475912794285,17,9,8,PSV Eindhoven,1578.3348002550495
65,Munich 1860,GER2,1538.610575615054,17,6,11,Ein Frankfurt,1595.7558622763038
66,Lyon,FRA,1538.335796223574,19,7,12,Lille,1561.3234551970293
67,Sedan,FRA2,1538.0812102145808,15,14,9,Bastia,1595.010673211871
68,Everton,ENG,1537.7709849520593,15,11,12,Man City,1613.3587419671392
69,Hercules,ESP2,1537.2737569328215,22,6,14,Celta,1579.4067541794777
70,Stuttgart,GER,1535.6995582165882,15,8,11,Hannover,1518.851122891501
71,Leverkusen,GER,1532.0555031354588,15,9,10,Bayern Munich,1573.5139087111527
72,Maritimo,POR,1530.9543869190127,14,8,8,Sp Lisbon,1545.303603284616
73,Ath Madrid,ESP,1528.5751603012936,15,11,12,Levante,1543.0671960054021
74,Lazio,ITA,1528.2639757328693,18,8,12,Milan,1580.4856540955739
75,Watford,ENG2,1526.5857951365235,16,16,14,Middlesbrough,1524.1442351942128
76,Tours,FRA2,1525.5016422549506,15,11,12,Bastia,1590.387319007379
77,Valencia,ESP,1524.1738050981348,17,10,11,Levante,1553.383573848688
78,Rennes,FRA,1523.6527642918334,17,9,12,Lorient,1526.1165209746014
79,Vitesse,NED,1523.3893211810605,15,8,11,VVV Venlo,1500
80,Monaco,FRA2,1523.3639282866272,13,13,12,Istres,1521.8308849114235
81,Inter,ITA,1523.164531776413,17,7,14,Milan,1619.9455284179803
82,Nacional,POR,1522.0823314344,13,5,12,Maritimo,1560.4808946394412
83,Malaga,ESP,1519.7440108257579,17,7,14,Valencia,1527.676685029914
84,Carlisle,ENG3,1519.6252148461072,18,15,13,Huddersfield,1585.9766294563758
85,Guingamp,FRA2,1519.1543400979258,15,10,13,Sedan,1521.785490283221
86,Juve Stabia,ITA2,1518.382754323777,16,13,13,Varese,1545.8698198151124
87,Bologna,ITA,1517.7930226629435,13,12,13,Lazio,1556.9129903682606
88,Clermont,FRA2,1517.3062071199322,15,13,10,Bastia,1549.0546610521158
89,Ascoli,ITA2,1516.874334078595,15,11,16,Pescara,1582.875187064991
90,Osasuna,ESP,1516.3245157161316,13,15,10,Barcelona,1598.7843253728906
91,Brentford,ENG3,1515.7090798889647,18,13,15,Milton Keynes Dons,1549.9308729420113
92,Middlesbrough,ENG2,1514.4458389320039,18,16,12,Southampton,1585.5757771688607
93,Mallorca,ESP,1513.6658586385945,14,10,14,Ath Madrid,1510.1744805543399
94,Arles,FRA2,1512.5702483470818,10,18,10,Le Havre,1527.7290095047597
95,Fulham,ENG,1512.5536023939028,14,10,14,Arsenal,1550.084884305648
96,Leicester,ENG2,1511.8023864654758,18,12,16,Cardiff,1554.047444399755
97,Roma,ITA,1509.6624308717828,16,8,14,Inter,1539.226492637082
98,Barcelona B,ESP2,1509.3510163436863,16,11,15,Cordoba,1550.3131105669127
99,Guimaraes,POR,1508.9137786513534,14,3,13,Benfica,1615.49558390972
100,Brighton,ENG2,1508.255014082338,17,15,14,Southampton,1553.579611728147
101,Hull,ENG2,1507.7605035859865,19,11,16,Reading,1539.8052015340058
102,St Etienne,FRA,1507.1977027029172,16,9,13,Rennes,1530.7138591576079
103,Crotone,ITA2,1507.165153827644,13,15,14,Verona,1571.8540904931024
104,Angers,FRA2,1507.0854774495233,13,12,13,Clermont,1523.6888720800466
105,Hannover,GER,1506.0075321647475,12,12,10,M'gladbach,1557.9710774465702
106,Olhanense,POR,1505.9010725761175,9,12,9,Sp Braga,1594.1635135066522
107,Modena,ITA2,1504.7199517568622,12,16,14,Torino,1573.1241907280044
108,Istres,FRA2,1504.265388486974,13,12,13,Bastia,1580.8854495634846
109,Dresden,GER2,1503.3021484456028,12,9,13,Greuther Furth,1567.8524330573107
110,Toulouse,FRA,1501.6168309131383,15,11,12,Marseille,1545.5461004633796
111,Evian Thonon Gaillard,FRA,1500.953715999105,13,11,14,Montpellier,1560.2024795567172
112,Nijmegen,NED,1499.5460815322301,13,6,15,Twente,1578.8866667697753
113,Millwall,ENG2,1499.295594813876,15,12,19,Leicester,1521.8015851887567
114,Atalanta,ITA,1499.0972074260835,13,13,12,Napoli,1534.8570210981004
115,Braunschweig,GER2,1497.901704329284,10,15,9,Greuther Furth,1564.5764145714234
116,Las Palmas,ESP2,1497.731479072906,16,10,16,Celta,1596.8784037266735
117,Chievo,ITA,1497.283984700324,12,13,13,Catania,1529.067670412432
118,Girona,ESP2,1496.931764438025,12,13,17,La Coruna,1610.890578391178
119,Colchester,ENG3,1496.6333186779038,13,20,13,Charlton,1628.3847437651677
120,Derby,ENG2,1496.5378858942488,18,10,18,West Ham,1555.6906427874444
121,Ipswich,ENG2,1496.4994621936403,17,10,19,West Ham,1565.3069777739368
122,Numancia,ESP2,1495.432877525577,15,12,15,Hercules,1545.6495248689282
123,Burnley,ENG2,1494.7786076363138,17,11,18,West Ham,1571.5522384047224
124,Levante,ESP,1494.6611625480155,16,7,15,Sevilla,1527.9084511788105
125,Utrecht,NED,1493.78439452057,11,10,13,AZ Alkmaar,1565.8497030445167
126,Augsburg,GER,1493.2564776232311,8,14,12,M'gladbach,1552.0505360533714
127,Padova,ITA2,1493.1538435957614,18,9,15,Torino,1584.2537683378084
128,Union Berlin,GER2,1492.836284813672,14,6,14,Braunschweig,1524.9045251430368
129,Freiburg,GER,1492.095897375076,10,10,14,Schalke 04,1553.1422133850433
130,Wigan,ENG,1492.0632260669502,11,10,17,Man United,1648.146137767213
131,Bari,ITA2,1491.527890177028,14,14,14,Pescara,1570.343327033412
132,Waalwijk,NED,1491.305480722545,13,6,15,PSV Eindhoven,1563.245748679672
133,Brescia,ITA2,1491.0232492821776,15,12,15,Torino,1583.1042134607558
134,Lens,FRA2,1489.8676743658514,12,12,14,Clermont,1551.3579321411949
135,Sociedad,ESP,1488.962126720893,12,11,15,Valencia,1553.5332290864408
136,Nantes,FRA2,1488.652850700493,14,9,15,Reims,1532.7830606299044
137,Huesca,ESP2,1488.5562223020338,14,9,19,Almeria,1545.4925923755195
138,Ath Bilbao,ESP,1487.7546810717108,12,13,13,Levante,1527.5098449779073
139,Bournemouth,ENG3,1486.9522898085054,15,13,18,Huddersfield,1573.263056916909
140,Le Mans,FRA2,1485.9075703675041,11,12,15,Bastia,1585.4853608750539
141,Catania,ITA,1485.6097578295758,11,15,12,Lazio,1545.2311377288352
142,Duisburg,GER2,1485.5819924515415,10,9,15,Ein Frankfurt,1599.881118099567
143,Scunthorpe,ENG3,1485.1248145955788,10,22,14,Tranmere,1526.039314267084
144,Villarreal B,ESP2,1484.5816116672875,14,10,18,Almeria,1547.8132761691243
145,Nancy,FRA,1484.4927639824004,11,12,15,Paris SG,1595.3405894676978
146,Wolfsburg,GER,1483.5199067476074,13,5,16,Leverkusen,1539.887528411764
147,Sevilla,ESP,1483.3240751454734,13,11,14,Valencia,1536.7572995495161
148,Betis,ESP,1483.0400738517133,13,8,17,Valencia,1560.1534743506243
149,Liverpool,ENG,1481.7152692858733,14,10,14,Chelsea,1545.9874861362023
150,Fiorentina,ITA,1481.5852040927493,11,13,14,Milan,1609.3871300934213
151,Zaragoza,ESP,1481.4337234372388,12,7,19,Valencia,1541.6950667921071
152,Ingolstadt,GER2,1481.392542826517,8,13,13,Paderborn,1581.54153167804
153,West Brom,ENG,1480.9997333290783,13,8,17,Chelsea,1544.484726880888
154,Nurnberg,GER,1480.9537475916436,12,6,16,M'gladbach,1577.663236286407
155,Swansea,ENG,1480.8836288125588,12,11,15,Man City,1623.2334703094114
156,Le Havre,FRA2,1480.7669520137974,11,14,13,Bastia,1526.9741330513136
157,Getafe,ESP,1479.7627914623217,12,11,15,Barcelona,1567.5434126521466
158,Tranmere,ENG3,1478.9965739347842,14,14,18,Stevenage,1533.0747256777272
159,Yeovil,ENG3,1478.8941917465177,14,12,20,Milton Keynes Dons,1562.7889673318246
160,Reggina,ITA2,1478.7206201854813,14,13,15,Pescara,1570.4888500469754
161,Walsall,ENG3,1478.716796047495,10,20,16,Sheffield United,1572.1475346873578
162,Norwich,ENG,1478.3682000781585,12,11,15,Tottenham,1558.1096964956744
163,Ajaccio,FRA,1478.2923644221985,9,14,15,Rennes,1528.8290746704693
164,Nice,FRA,1476.7418326123684,10,12,16,Lyon,1550.7744949055098
165,Mainz,GER,1476.0186576188787,9,12,13,Bayern Munich,1549.5698706802634
166,Marseille,FRA,1474.4318109190745,12,12,14,Lille,1564.0104524109545
167,Xerez,ESP2,1474.1901239550944,13,11,18,La Coruna,1619.0986257394236
168,Leeds,ENG2,1473.8830602752653,17,10,19,Middlesbrough,1548.8733162803283
169,Empoli,ITA2,1473.476899860929,12,11,19,Torino,1573.5262454150707
170,Sunderland,ENG,1473.3635715782668,11,12,15,Man City,1603.1565988056395
171,Bury,ENG3,1473.1187868524592,15,11,20,Notts County,1537.6987755429086
172,Frankfurt FSV,GER2,1472.8847598485518,7,14,13,Munich 1860,1552.1451069034574
173,Hoffenheim,GER,1472.2069195181587,10,11,13,M'gladbach,1570.7074299289068
174,Hartlepool,ENG3,1472.106896983962,14,14,18,Carlisle,1538.5806428601845
175,Roda,NED,1471.425387667177,14,2,18,AZ Alkmaar,1563.3962856424107
176,Chateauroux,FRA2,1471.2890931025922,14,6,18,Clermont,1549.8237427115637
177,Gil Vicente,POR,1471.0912804728027,8,10,12,Porto,1594.9618767451286
178,Siena,ITA,1470.4226848400524,11,11,16,Lazio,1549.4595452213832
179,Livorno,ITA2,1469.8156331444065,12,12,18,Pescara,1587.4398098670274
180,NAC Breda,NED,1469.604943867248,10,8,16,AZ Alkmaar,1575.7783205936985
181,Brest,FRA,1469.4422374703604,8,17,13,Lille,1575.560322602822
182,Stoke,ENG,1468.4697015480003,11,12,15,Tottenham,1571.372864564804
183,Laval,FRA2,1467.728534059381,12,11,15,Reims,1543.953859929396
184,Crystal Palace,ENG2,1467.4946047015808,13,17,16,Brighton,1533.3841165303645
185,Sochaux,FRA,1466.3183752382763,11,9,18,Toulouse,1534.4269296018228
186,Heracles,NED,1465.5404623473241,11,7,16,Twente,1564.9914646341836
187,Preston,ENG3,1465.2553800075107,13,15,18,Huddersfield,1561.7970603198164
188,Bristol City,ENG2,1464.8852212731877,12,13,21,Southampton,1578.3604799679456
189,Grosseto,ITA2,1464.6423170154058,11,16,15,Pescara,1545.6998680256092
190,Pacos Ferreira,POR,1463.749786705463,8,7,15,Academica,1508.3198458624697
191,Villarreal,ESP,1463.1966358920854,9,14,15,Malaga,1531.6800223653302
192,Elche,ESP2,1462.6861890283005,17,6,19,Almeria,1559.8274485973918
193,Espanol,ESP,1462.6804129039067,12,10,16,Valencia,1529.761722915772
194,Oldham,ENG3,1461.8550141489834,14,12,20,Sheffield United,1583.4447796988838
195,Valenciennes,FRA,1460.9073927518452,12,7,19,Montpellier,1574.251222052597
196,Hamburg,GER,1460.770875157314,8,12,14,Hannover,1521.0687048891261
197,Werder Bremen,GER,1460.2341398442036,11,9,14,Hannover,1518.8005138135945
198,Vicenza,ITA2,1460.1797862119768,10,14,18,Sampdoria,1522.705664967403
199,Cagliari,ITA,1460.0184500867406,10,13,15,Roma,1527.747826128495
200,Nott'm Forest,ENG2,1458.44668969527,14,8,24,Birmingham,1562.8763807797352
201,Erzgebirge Aue,GER2,1457.7495566383502,8,11,15,St Pauli,1566.5728413306158
202,Guadalajara,ESP2,1457.0205263041157,14,7,21,Valladolid,1615.230653599824
203,Metz,FRA2,1455.9177880917348,10,12,16,Reims,1537.0482707980345
204,Aachen,GER2,1453.2933349713903,6,13,15,St Pauli,1559.708474356194
205,Bochum,GER2,1451.6187515046454,10,7,17,Union Berlin,1527.510678305148
206,Recreativo,ESP2,1451.5703681174537,12,11,19,Elche,1531.8992312141258
207,Cittadella,ITA2,1451.1025534309051,13,9,20,Reggina,1521.9059285735968
208,Granada,ESP,1450.4202860349596,12,6,20,Levante,1540.6060325697051
209,Cartagena,ESP2,1449.6912630002123,9,13,20,La Coruna,1518.0786737628525
210,Karlsruhe,GER2,1449.2182117876303,9,6,19,Ein Frankfurt,1584.74464902706
211,Cottbus,GER2,1448.9541417745688,8,11,15,Union Berlin,1504.1320281638134
212,Lecce,ITA,1448.9322967619182,8,12,18,Inter,1554.147765656864
213,Palermo,ITA,1448.7427680974806,11,10,17,Lazio,1551.368632358599
214,Aston Villa,ENG,1447.4438501723841,7,17,14,Chelsea,1546.8729737665035
215,Leyton Orient,ENG3,1447.1171743574062,13,11,22,Charlton,1596.3854173108587
216,Genoa,ITA,1445.574397404583,11,9,18,Udinese,1565.6401835535303
217,Setubal,POR,1444.614937217137,8,6,16,Sp Lisbon,1550.212699340329
218,Academica,POR,1444.471721632411,7,8,15,Guimaraes,1520.7739805594135
219,Portsmouth,ENG2,1444.2659783961024,13,11,22,Birmingham,1543.4314207115337
220,Rio Ave,POR,1443.3668454484773,7,7,16,Gil Vicente,1501.8856268026263
221,Nocerina,ITA2,1441.3195640597035,10,10,22,Verona,1580.9366301044786
222,Sp Gijon,ESP,1441.2364864237588,10,7,21,Levante,1515.2099111877583
223,Peterboro,ENG2,1441.19706244123,13,11,22,Reading,1592.7851134575892
224,QPR,ENG,1439.5949055104873,10,7,21,Arsenal,1579.2259069878828
225,Sabadell,ESP2,1439.357672999653,11,13,18,La Coruna,1595.5144826906126
226,Boulogne,FRA2,1438.6214740464661,7,15,16,Clermont,1558.221938964492
227,Vallecano,ESP,1438.0797001018025,13,4,21,Osasuna,1523.9084866065498
228,Groningen,NED,1438.0182638993065,10,7,17,PSV Eindhoven,1581.124099176343
229,Beira Mar,POR,1437.70418914044,8,5,17,Guimaraes,1490.5
230,Lorient,FRA,1436.1683057099378,9,12,17,Montpellier,1600.3196533291543
231,Caen,FRA,1435.9823563802065,9,11,18,Lyon,1537.8336078927753
232,Murcia,ESP2,1435.9263912002848,13,8,21,Valladolid,1567.6709918587228
233,Bolton,ENG,1435.0448657310035,10,6,22,Liverpool,1538.88795209047
234,Chesterfield,ENG3,1434.1981520138704,10,12,24,Sheffield Weds,1551.504199627968
235,Wycombe,ENG3,1432.0350441322191,11,10,25,Sheffield United,1539.7563102796807
236,VVV Venlo,NED,1431.0797604948582,9,4,21,Twente,1552.141413008241
237,Hansa Rostock,GER2,1429.5224827383133,5,12,17,Fortuna Dusseldorf,1571.9334825241017
238,Novara,ITA,1428.5774012082688,7,11,20,Udinese,1544.775995173208
239,Auxerre,FRA,1427.2226618351585,7,13,18,Toulouse,1532.2584972996792
240,Den Haag,NED,1426.9473829898448,8,8,18,Feyenoord,1525.1359595712572
241,Dijon,FRA,1425.341087724055,9,9,20,Marseille,1512.0854075247257
242,Hertha,GER,1425.055172062384,7,10,17,Werder Bremen,1514.8688966330437
243,Exeter,ENG3,1422.770638028972,10,12,24,Sheffield Weds,1573.0288704063855
244,Feirense,POR,1422.6985459196276,5,9,16,Olhanense,1509.5
245,Coventry,ENG2,1420.0178052174672,9,13,24,Middlesbrough,1542.7305324425886
246,Barnsley,ENG2,1419.4921326184578,13,9,24,Hull,1533.9676637530686
247,FC Koln,GER,1413.64744108119,8,6,20,Hannover,1527.0254367062455
248,Alcoyano,ESP2,1408.4062214474593,9,10,23,Elche,1558.8784799053556
249,Rochdale,ENG3,1406.3807316973375,8,14,24,Bournemouth,1510.620670789002
250,Blackburn,ENG,1403.9300307041603,8,7,23,Man United,1603.3713754369116
251,Doncaster,ENG2,1403.496312067734,8,12,26,Southampton,1573.9683904895103
252,Gimnastic,ESP2,1402.3823603685282,6,13,23,Elche,1546.9763925732275
253,Graafschap,NED,1401.3957281344603,6,6,22,Nijmegen,1509.261590692523
254,Amiens,FRA2,1392.1909329508458,4,14,20,Laval,1511.6325329606377
255,Kaiserslautern,GER,1391.3249049153162,4,11,19,Schalke 04,1518.1197098581265
256,Leiria,POR,1390.805879163352,5,4,21,Sp Braga,1535.0480270927235
257,Santander,ESP,1389.8017484584293,4,15,19,Osasuna,1527.246875573512
258,Gubbio,ITA2,1389.008804064098,7,11,24,Sassuolo,1578.1804922595527
259,Albinoleffe,ITA2,1384.7992290640286,6,12,24,Padova,1543.7835488738756
260,Wolves,ENG,1380.671687461515,5,10,23,Blackburn,1500
261,Excelsior,NED,1380.4650323865412,4,7,23,NAC Breda,1490.3823887509038
262,Cesena,ITA,1371.1629331495633,4,10,24,Palermo,1507.9105933765918
