rank,team,league,elo,wins,draws,losses,best_win_name,best_win_elo
48,Hamburg,GER2,1563.2355082349823,16,12,6,Darmstadt,1558.5308560602157
49,Sochaux,FRA2,1561.9976396456816,19,11,8,Le Havre,1538.041106885633
50,Brescia,ITA2,1561.4038720013903,17,15,6,Perugia,1536.9565410275072
51,Oviedo,ESP2,1559.522351170799,17,17,8,Valladolid,1582.2490198443368
52,Cremonese,ITA2,1559.1337969142526,20,9,9,Brescia,1567.1150629439144
53,Monza,ITA2,1558.7217748258433,19,10,9,Benevento,1552.577878432719
54,Sheffield United,ENG2,1558.4120727702393,21,12,13,Fulham,1591.4590073704123
55,AZ Alkmaar,NED,1557.4342691877519,18,7,9,Feyenoord,1583.2785621796686
56,Strasbourg,FRA,1557.2480770413622,17,12,9,Rennes,1551.2556649523274
57,Pisa,ITA2,1557.2124818144052,18,13,7,Cremonese,1575.876674208231
58,Ascoli,ITA2,1556.82368491218,19,8,11,Pisa,1565.1620995344688
59,Arsenal,ENG,1556.0823649768397,22,3,13,Chelsea,1589.0822803246458
60,Plymouth,ENG3,1555.8836784811383,23,11,12,Oxford,1559.8945076913774
61,Rennes,FRA,1554.623367823637,20,6,12,Marseille,1575.4229484836014
62,Lazio,ITA,1553.6817491277045,18,10,10,Inter,1546.3993434780868
63,RB Leipzig,GER,1553.1424736192907,17,7,10,Dortmund,1585.2721264844276
64,Luton,ENG2,1552.7971279727399,21,12,13,Nott'm Forest,1576.6057008035243
65,Lens,FRA,1552.2707320377299,17,11,10,Nice,1546.6899713235352
66,Nice,FRA,1551.859524950784,20,7,11,Paris SG,1615.5711738703721
67,Darmstadt,GER2,1551.8492997114683,18,6,10,St Pauli,1551.072124950417
68,Union Berlin,GER,1551.8153156510969,16,9,9,RB Leipzig,1572.922059202892
69,Betis,ESP,1549.8376767203167,19,8,11,Sociedad,1537.1216806588488
70,Lyon,FRA,1548.83593232791,17,11,10,Marseille,1580.246485687618
71,Bolton,ENG3,1547.9569434244331,21,10,15,Sunderland,1562.996231847428
72,Portsmouth,ENG3,1546.4719775141564,20,13,13,Wigan,1595.7672264884202
73,Guingamp,FRA2,1544.1284411090069,15,13,10,Ajaccio,1546.0686415854586
74,Roma,ITA,1544.0101351190945,18,9,11,Atalanta,1578.9033529614146
75,Ipswich,ENG3,1540.9666279498565,18,16,12,Plymouth,1576.9720451306312
76,Girona,ESP2,1539.1333029257528,20,8,14,Almeria,1566.5711030296195
77,Perugia,ITA2,1538.5399963318036,14,16,8,Monza,1569.3494570616538
78,Sociedad,ESP,1538.2612635457483,17,11,10,Villarreal,1531.063035606478
79,St Pauli,GER2,1535.8084679470066,16,9,9,Regensburg,1535.7245970718975
80,Oxford,ENG3,1535.4396423346209,22,10,14,Milton Keynes Dons,1597.275816006502
81,Villarreal,ESP,1533.5827299850077,16,11,11,Barcelona,1603.5298926886865
82,Freiburg,GER,1533.5145100010616,15,10,9,Leverkusen,1528.7218146229054
83,Millwall,ENG2,1533.0480378162874,18,15,13,Huddersfield,1563.8219185468122
84,Benevento,ITA2,1531.6747749932588,18,9,11,Pisa,1563.0924448962435
85,Fiorentina,ITA,1530.5151690830132,19,5,14,Napoli,1599.894471702707
86,Tenerife,ESP2,1527.1202971898701,20,9,13,Girona,1554.3863104604593
87,Middlesbrough,ENG2,1522.977357106395,20,10,16,Bournemouth,1559.8896578164693
88,FC Koln,GER,1522.8128859269832,14,10,10,Leverkusen,1552.320686566639
89,Paderborn,GER2,1521.1904367675052,13,12,9,Hamburg,1540.0311435985952
90,Lille,FRA,1520.319948107841,14,13,11,Strasbourg,1561.2117902234445
91,Frosinone,ITA2,1520.011596431743,15,13,10,Cremonese,1580.79666230795
92,Gil Vicente,POR,1519.1140687226282,13,12,9,Benfica,1579.1363937716276
93,Preston,ENG2,1519.000737613954,16,16,14,Bournemouth,1589.3133124831952
94,Zaragoza,ESP2,1518.7168440268617,12,20,10,Almeria,1569.789814034949
95,Newcastle,ENG,1517.9421839718927,13,10,15,Arsenal,1560.6926371302445
96,Ternana,ITA2,1516.0839559179578,15,9,14,Benevento,1563.7024881359876
97,Ath Bilbao,ESP,1516.075720869343,14,13,11,Ath Madrid,1560.2962615396816
98,Heidenheim,GER2,1515.07561550985,15,7,12,Werder Bremen,1573.3344853594376
99,Nantes,FRA,1512.7864862564575,15,10,13,Paris SG,1622.9583538584657
100,Man United,ENG,1511.8352014759448,16,10,12,Tottenham,1534.646724311318
101,Guimaraes,POR,1510.6013705415364,13,9,12,Sp Braga,1553.974853361536
102,Nurnberg,GER2,1510.0107951344514,14,9,11,Darmstadt,1557.4774952348653
103,Brighton,ENG,1509.8979647404988,12,15,11,Arsenal,1559.2955288545454
104,Verona,ITA,1508.2931763418267,14,11,13,Roma,1529.1372450388346
105,Atalanta,ITA,1508.1050426417503,16,11,11,Napoli,1577.7741160657483
106,Ponferradina,ESP2,1504.883426877262,17,12,13,Almeria,1517.7402456383068
107,Cartagena,ESP2,1504.5969599993498,18,6,18,Eibar,1595.086564947249
108,Leganes,ESP2,1504.4793910083565,13,15,14,Ponferradina,1526.5411600345458
109,Blackburn,ENG2,1503.8948063092707,19,12,15,Bournemouth,1570.2044742922865
110,West Brom,ENG2,1503.8222531027086,18,13,15,Fulham,1608.7535956950483
111,M'gladbach,GER,1502.9097421523868,12,9,13,Bayern Munich,1597.7616275213772
112,Fortuna Dusseldorf,GER2,1502.8968140522272,11,11,12,Darmstadt,1553.6122337339832
113,Vitesse,NED,1502.8874582575472,15,6,13,Feyenoord,1565.297266899771
114,Leicester,ENG,1502.0615808820285,14,10,14,Liverpool,1588.3264183752162
115,Parma,ITA2,1501.369346879348,11,16,11,Como,1516.535489757698
116,Holstein Kiel,GER2,1500.2059862201527,12,9,13,Werder Bremen,1577.311701579557
117,Torino,ITA,1498.6440038057283,13,11,14,Fiorentina,1524.5316259211359
118,Sandhausen,GER2,1498.541124545692,10,11,13,Nurnberg,1538.7836145013403
119,West Ham,ENG,1498.4121645035138,16,8,14,Chelsea,1571.4977283504804
120,Cittadella,ITA2,1498.4066636599018,13,13,12,Lecce,1570.6184659662817
121,Swansea,ENG2,1498.2287980175142,16,13,17,Blackburn,1564.4034804589112
122,Caen,FRA2,1498.2148526940389,13,11,14,Toulouse,1591.9246822819816
123,Crystal Palace,ENG,1496.4402397987835,11,15,12,Arsenal,1571.6128410434717
124,Bastia,FRA2,1496.0419604387387,10,16,12,Paris FC,1571.6975825298819
125,Sassuolo,ITA,1495.7516465773433,13,11,14,Inter,1605.1491517777017
126,Santa Clara,POR,1495.4523094315575,9,13,12,Sp Lisbon,1611.598035404267
127,Coventry,ENG2,1494.219662273774,17,13,16,Fulham,1611.0256567858557
128,Utrecht,NED,1492.7876238138515,12,11,11,Ajax,1551.3535309434435
129,Burgos,ESP2,1491.8156911655183,15,10,17,Tenerife,1539.163784457472
130,Udinese,ITA,1490.8920796599598,11,14,13,Fiorentina,1540.2795410495603
131,Mainz,GER,1490.8852159442342,13,7,14,Bayern Munich,1638.0836086814472
132,Famalicao,POR,1490.4541214711562,9,12,13,Sp Braga,1589.761130741356
133,Huesca,ESP2,1489.8846296414588,13,15,14,Valladolid,1533.9350878565754
134,QPR,ENG2,1487.6313994635473,19,9,18,Luton,1546.6548589560966
135,Accrington,ENG3,1487.5099877453733,17,10,19,Rotherham,1583.1750493242314
136,Valencia,ESP,1486.3643393664684,11,15,12,Osasuna,1509.7205382437342
137,Hansa Rostock,GER2,1485.656786024644,10,11,13,St Pauli,1557.276486941176
138,Cambridge,ENG3,1485.6011128992682,15,13,18,Wigan,1610.2135046443086
139,Stoke,ENG2,1485.5628930491616,17,11,18,West Brom,1549.9196802544932
140,Valenciennes,FRA2,1485.0514184570948,10,14,14,Sochaux,1576.7285105344108
141,Charlton,ENG3,1484.7058530789668,17,8,21,Rotherham,1594.4386777071409
142,Hannover,GER2,1484.6559642280313,11,9,14,St Pauli,1546.910824389943
143,Boavista,POR,1484.5681412947324,7,17,10,Pacos Ferreira,1509.5
144,Amiens,FRA2,1483.7766160596204,9,17,12,Niort,1525.8624447235536
145,Dijon,FRA2,1483.3345495052233,13,8,17,Auxerre,1548.4997246978214
146,Reims,FRA,1482.423705987265,11,13,14,Lille,1528.8202987645655
147,Blackpool,ENG2,1481.252491028132,16,12,18,Fulham,1536.9426293167282
148,Ein Frankfurt,GER,1480.657519536446,10,12,12,Bayern Munich,1545.1050081349185
149,Como,ITA2,1479.821106845048,11,14,13,Monza,1567.487755655318
150,Cheltenham,ENG3,1479.2912053865064,13,17,16,Sunderland,1539.2349582850543
151,Lugo,ESP2,1479.217777314682,10,20,12,Almeria,1571.1960492590604
152,Hoffenheim,GER,1479.0345107121755,13,7,14,Wolfsburg,1536.1494924125261
153,Ibiza,ESP2,1478.9093359841831,12,16,14,Eibar,1591.9094945728787
154,Waalwijk,NED,1478.7428381233049,9,11,14,AZ Alkmaar,1569.675259963597
155,Pau FC,FRA2,1478.566837747871,14,7,17,Ajaccio,1539.62711256804
156,Brest,FRA,1478.1828945940215,13,9,16,Marseille,1549.9677116487842
157,Le Havre,FRA2,1478.1414612391707,13,11,14,Auxerre,1542.7907627344862
158,Wolfsburg,GER,1477.4742899541839,12,6,16,FC Koln,1547.9019723841006
159,Bochum,GER,1477.3770448490134,12,6,16,Bayern Munich,1607.1218032469726
160,Nimes,FRA2,1476.982791987314,14,7,17,Sochaux,1547.3412132002086
161,Celta,ESP,1476.8581949336203,12,10,16,Betis,1540.348457093103
162,Spal,ITA2,1476.5112449927317,9,15,14,Benevento,1543.2822636494095
163,Wolves,ENG,1476.443986049911,15,6,17,West Ham,1547.2049051327074
164,Reggina,ITA2,1476.112732330218,13,9,16,Lecce,1591.8778780831778
165,Mirandes,ESP2,1475.3686416132196,15,7,20,Tenerife,1562.4280688813114
166,Cadiz,ESP,1475.3332545550054,8,15,15,Barcelona,1605.2381720712046
167,Heerenveen,NED,1474.951479544037,11,8,15,Cambuur,1518.1588982679098
168,Brentford,ENG,1473.7919286334845,13,7,18,Chelsea,1596.1089451871128
169,Sparta Rotterdam,NED,1473.471883102658,8,11,15,Vitesse,1515.9043700136685
170,Karlsruhe,GER2,1473.4691430078874,9,14,11,Heidenheim,1525.98133458566
171,Grenoble,FRA2,1473.3194003412166,12,8,18,Nimes,1525.4843500289705
172,Osasuna,ESP,1472.9705108309408,12,11,15,Villarreal,1545.4349370046848
173,Bologna,ITA,1472.8848038624774,12,10,16,Inter,1619.8180562302043
174,Bristol City,ENG2,1468.7568100365274,15,10,21,Middlesbrough,1546.6762100469446
175,Getafe,ESP,1468.5110477525425,8,15,15,Real Madrid,1606.8066962009486
176,Rodez,FRA2,1468.4621903402372,10,13,15,Toulouse,1621.9169931896643
177,Pacos Ferreira,POR,1468.382446522543,9,11,14,Portimonense,1509.4858087954553
178,Aston Villa,ENG,1466.7686331344846,13,6,19,Man United,1537.23486070973
179,Derby,ENG2,1465.4916453412839,14,13,19,Fulham,1598.335374454889
180,Augsburg,GER,1465.3240148838333,10,8,16,Bayern Munich,1571.4994689575087
181,Shrewsbury,ENG3,1465.1615393360485,12,14,20,Rotherham,1606.7173294057177
182,Maritimo,POR,1464.6950998356792,9,11,14,Sp Braga,1546.6741487457282
183,Amorebieta,ESP2,1464.0360961475828,9,16,17,Girona,1531.2876804358461
184,Niort,FRA2,1463.874217432454,12,10,16,Toulouse,1557.9727134944324
185,Hull,ENG2,1462.5413139602751,14,9,23,Blackburn,1569.5031425570837
186,Cardiff,ENG2,1461.9991870334231,15,8,23,Nott'm Forest,1533.0914105173013
187,Estoril,POR,1460.3905801158612,9,12,13,Portimonense,1519.2499252556108
188,Elche,ESP,1459.500588908109,11,9,18,Betis,1554.0470776721938
189,Lincoln,ENG3,1456.457976427001,14,10,22,Sheffield Weds,1570.9751625641456
190,For Sittard,NED,1455.6372078677887,10,5,19,Twente,1594.160544138999
191,Portimonense,POR,1455.2710493782615,10,8,16,Benfica,1561.3123790716265
192,Levante,ESP,1454.5093415789736,8,11,19,Sociedad,1542.754254767223
193,Stuttgart,GER,1454.116521921283,7,12,15,FC Koln,1535.453696742764
194,Nijmegen,NED,1453.8860393235182,10,8,16,Twente,1518.8901736418609
195,Espanol,ESP,1453.1623835535672,10,12,16,Sociedad,1557.853601420044
196,Troyes,FRA,1452.526696945135,9,11,18,Nice,1533.3356530272104
197,Regensburg,GER2,1452.455582760938,10,10,14,Paderborn,1506.4889340337984
198,Empoli,ITA,1452.2215945630564,10,11,17,Napoli,1587.2613385887241
199,Burton,ENG3,1451.996109581744,14,11,21,Rotherham,1580.1492855874133
200,Cambuur,NED,1451.620385154543,11,6,17,Utrecht,1532.9307573712533
201,Leeds,ENG,1449.6900429965976,9,11,18,West Ham,1536.7689897272103
202,Granada,ESP,1447.9365193554227,8,14,16,Sevilla,1537.5364234561223
203,Sp Gijon,ESP2,1447.452783090366,11,13,18,Girona,1544.735581414311
204,Vicenza,ITA2,1447.376589152576,9,7,22,Lecce,1588.4730274878402
205,Vizela,POR,1445.9978225744908,7,12,15,Tondela,1509.5
206,Groningen,NED,1443.8798221982577,9,9,16,Vitesse,1549.342270272598
207,Malaga,ESP2,1443.7922117613482,11,12,19,Tenerife,1558.5240890394105
208,Southampton,ENG,1443.1924360416672,9,13,16,Arsenal,1546.5268813137136
209,Quevilly Rouen,FRA2,1442.8115272901055,10,10,18,Ajaccio,1533.9866594516259
210,Heracles,NED,1442.549406998775,9,7,18,Willem II,1537.1754798236113
211,Mallorca,ESP,1442.5026569305562,10,9,19,Ath Madrid,1570.1122600802516
212,Burnley,ENG,1442.4653280077007,7,14,17,Tottenham,1531.6101329797632
213,Angers,FRA,1442.0761249224302,10,11,17,Rennes,1510.28774368332
214,Go Ahead Eagles,NED,1441.061416641674,10,6,18,Ajax,1617.931743325399
215,Everton,ENG,1441.001968185596,11,6,21,Chelsea,1583.9671614113759
216,Cosenza,ITA2,1440.7455100996006,8,11,19,Benevento,1572.3718316485842
217,Vallecano,ESP,1440.3181667889992,11,9,18,Barcelona,1600.0085576309027
218,Arouca,POR,1437.7424125856098,7,10,17,Gil Vicente,1558.3416371052658
219,Dresden,GER2,1436.4067464244047,7,11,16,Werder Bremen,1508.724974191794
220,Willem II,NED,1435.6706267281918,9,6,19,PSV Eindhoven,1534.7758204913096
221,Birmingham,ENG2,1434.6680504927283,11,14,21,Luton,1533.7809340885765
222,Lorient,FRA,1434.3873801321965,8,12,18,Nice,1527.2460235881729
223,Montpellier,FRA,1433.393438772853,12,7,19,Nice,1540.677191598968
224,Sociedad B,ESP2,1432.1324478406473,10,10,22,Valladolid,1576.273402802935
225,Reading,ENG2,1431.3378344483979,13,8,25,Sheffield United,1546.3666707464604
226,Salernitana,ITA,1431.1104039718564,7,10,21,Fiorentina,1554.069792409556
227,Morecambe,ENG3,1430.461358015919,10,12,24,Wycombe,1566.7873291404464
228,Hertha,GER,1430.151239961235,9,6,19,Dortmund,1554.163588143814
229,Alessandria,ITA2,1429.8983599328255,8,10,20,Benevento,1547.4148932209423
230,Spezia,ITA,1427.701927601268,10,6,22,Milan,1584.9285018721953
231,Gillingham,ENG3,1427.5295301925055,8,16,22,Cambridge,1509.4235441539186
232,Zwolle,NED,1427.3305154848274,7,6,21,AZ Alkmaar,1579.6022522331834
233,Clermont,FRA,1426.9114325395788,9,9,20,Marseille,1566.4252619463116
234,Sampdoria,ITA,1424.8008472409308,10,6,22,Fiorentina,1531.9475262690894
235,St Etienne,FRA,1424.7868400328596,7,11,20,Montpellier,1520.0518531942048
236,Bielefeld,GER,1423.563322081227,5,13,16,Ein Frankfurt,1521.65035728339
237,Belenenses,POR,1423.073905937348,5,11,18,Guimaraes,1508.1313482805404
238,Metz,FRA,1422.0445374977126,6,13,19,Lyon,1545.9561755922725
239,Moreirense,POR,1421.4953763387014,7,8,19,Gil Vicente,1545.6658533084246
240,Tondela,POR,1417.9244164286497,7,7,20,Santa Clara,1500
241,Genoa,ITA,1417.7629449544945,4,16,18,Juventus,1596.503084307174
242,Cagliari,ITA,1417.136903996802,6,12,20,Atalanta,1570.6296040207014
243,Bordeaux,FRA,1416.1439019975783,6,13,19,Strasbourg,1537.2910992865548
244,Peterboro,ENG2,1413.3461017579516,9,10,27,QPR,1521.4529384432926
245,Erzgebirge Aue,GER2,1412.383589724444,6,8,20,Heidenheim,1520.77183956593
246,Fleetwood Town,ENG3,1412.2870753744426,8,16,22,Rotherham,1578.263721365323
247,Doncaster,ENG3,1412.1772538093921,10,8,28,Sunderland,1551.8298166380746
248,Alcorcon,ESP2,1411.3199243695728,6,11,25,Eibar,1597.8416779046165
249,Crotone,ITA2,1408.1873793538355,4,14,20,Cremonese,1575.3635142199207
250,Alaves,ESP,1404.9607916537566,8,7,23,Ath Madrid,1535.9514605366653
251,Dunkerque,FRA2,1403.381537201071,8,7,23,Le Havre,1543.0389872296805
252,AFC Wimbledon,ENG3,1401.038997298212,6,19,21,Oxford,1516.8823282693593
253,Fuenlabrada,ESP2,1398.8848895333322,6,15,21,Las Palmas,1522.1361446224253
254,Ingolstadt,GER2,1397.7403599954457,4,9,21,Nurnberg,1526.3133769516494
255,Nancy,FRA2,1394.4578302492614,6,9,23,Paris FC,1583.3362006306472
256,Venezia,ITA,1390.0475195548795,6,9,23,Roma,1517.4520092736761
257,Greuther Furth,GER,1389.1961520363523,3,9,22,Union Berlin,1525.9514557576672
258,Barnsley,ENG2,1376.2091069943085,6,12,28,QPR,1559.9298414970556
259,Norwich,ENG,1365.6731821530532,5,7,26,Southampton,1501.5904875087397
260,Crewe,ENG3,1365.431240032015,7,8,31,Burton,1515.3263869506482
261,Pordenone,ITA2,1362.763132157463,3,9,26,Frosinone,1533.4234541053806
262,Watford,ENG,1360.8263172129505,6,5,27,Everton,1515.1399652431733
