rank,team,league,elo,wins,draws,losses,best_win_name,best_win_elo
32,Bayern Munich,GER,1578.674335135735,23,3,8,Stuttgart,1558.6481494968345
33,Fortuna Dusseldorf,GER2,1576.9553787593961,18,9,7,Kaiserslautern,1527.5133760048723
34,RB Leipzig,GER,1575.3057279480367,19,8,7,Dortmund,1580.3235815428623
35,Bologna,ITA,1573.4910248103467,18,14,6,Roma,1564.531260063258
36,Southampton,ENG2,1573.4811490024026,26,9,11,Leeds,1594.8474734547865
37,AZ Alkmaar,NED,1572.8576532398904,19,8,7,Twente,1580.3087250314868
38,Atalanta,ITA,1570.5127348870458,21,6,11,Roma,1560.638995571465
39,Dortmund,GER,1569.261992582098,18,9,7,Bayern Munich,1597.9147629665774
40,Juventus,ITA,1569.228368231305,19,14,5,Milan,1554.1165449601322
41,Chelsea,ENG,1563.3916092280567,18,9,11,Tottenham,1571.4182083698734
42,Brest,FRA,1563.2387207456457,17,10,7,Reims,1509.9914734854058
43,Leganes,ESP2,1561.8896532750105,20,14,8,Espanol,1541.458969313221
44,Ath Bilbao,ESP,1561.4720533165696,19,11,8,Girona,1604.9643231568953
45,Espanol,ESP2,1561.3844217572475,17,18,7,Eibar,1546.1210821862226
46,Guimaraes,POR,1560.9041982541244,19,6,9,Porto,1581.0903642744047
47,Lille,FRA,1560.2477630892697,16,11,7,Monaco,1544.6920283524516
48,Peterboro,ENG3,1559.3114749811843,25,9,12,Derby,1569.0272711560172
49,Cremonese,ITA2,1558.7542371079219,19,10,9,Venezia,1566.059932629409
50,Venezia,ITA2,1558.5588117878758,21,7,10,Parma,1552.2824477015467
51,Valladolid,ESP2,1556.1578977288225,21,9,12,Eibar,1543.2893919040437
52,Lincoln,ENG3,1555.3954659051446,20,14,12,Barnsley,1587.9311965757445
53,Angers,FRA2,1555.122379263853,20,8,10,Grenoble,1537.7232114833544
54,Lyon,FRA,1553.3573048974627,16,5,13,Monaco,1583.1979213539273
55,St Etienne,FRA2,1552.6269405217022,19,8,11,Auxerre,1575.6567010434637
56,Karlsruhe,GER2,1551.3835651984941,15,10,9,St Pauli,1598.0133370979693
57,Aston Villa,ENG,1549.999088278577,20,8,10,Arsenal,1621.1411972927613
58,Eibar,ESP2,1548.6001889966237,21,8,13,Leganes,1547.4004891877914
59,Ajax,NED,1547.9079335362724,15,11,8,Twente,1584.453898680956
60,Roma,ITA,1545.68465073673,18,9,11,Napoli,1522.8717812621283
61,Paris FC,FRA2,1544.820579928422,16,11,11,Angers,1550.1122817866528
62,Rodez,FRA2,1543.8841386894812,16,12,10,Auxerre,1574.1940158887603
63,Oxford,ENG3,1543.826455097856,22,11,13,Peterboro,1568.604483170886
64,Nijmegen,NED,1540.661647599565,14,11,9,PSV Eindhoven,1659.617929349543
65,Norwich,ENG2,1538.8622730344337,21,10,15,Ipswich,1620.1562548780055
66,Hamburg,GER2,1538.8425168422814,17,7,10,St Pauli,1588.170373083554
67,Lazio,ITA,1537.6265338103342,18,7,13,Juventus,1574.3378786082478
68,West Brom,ENG2,1537.1903568441714,21,12,13,Ipswich,1583.6384223851364
69,Sampdoria,ITA2,1535.8258646971829,16,9,13,Cittadella,1536.7091671250262
70,Middlesbrough,ENG2,1535.6223229001223,20,9,17,Leicester,1631.5961315601219
71,Blackpool,ENG3,1535.2496720258537,21,10,15,Bolton,1584.548390008032
72,Tottenham,ENG,1535.0293133422597,20,6,12,Aston Villa,1570.2084195923583
73,Utrecht,NED,1533.5210943018221,13,11,10,Twente,1571.8347944916618
74,Hannover,GER2,1531.9594847417563,13,13,8,Karlsruhe,1553.7260365516445
75,Fiorentina,ITA,1531.9486660169484,17,9,12,Atalanta,1582.281359415728
76,Sociedad,ESP,1531.5691575014591,16,12,10,Betis,1533.3386208834686
77,Barnsley,ENG3,1531.1765929865362,21,13,12,Derby,1583.070888758819
78,Villarreal,ESP,1530.1982094197024,14,11,13,Girona,1597.9449312186216
79,Wigan,ENG3,1529.1093235137976,20,10,16,Portsmouth,1628.382773305207
80,Moreirense,POR,1528.9566506836604,16,7,11,Guimaraes,1533.6194362051356
81,Oviedo,ESP2,1527.690669274305,17,13,12,Leganes,1563.4579072989827
82,Betis,ESP,1527.4752103637804,14,15,9,Ath Bilbao,1574.2108720124036
83,Man United,ENG,1527.3023438352755,18,6,14,Aston Villa,1574.299740252563
84,Hull,ENG2,1526.4410372099494,19,13,14,Southampton,1601.2364762398572
85,Wycombe,ENG3,1525.786209694982,17,14,15,Peterboro,1561.254442577985
86,Nice,FRA,1525.4619334524066,15,10,9,Lens,1548.1646672310455
87,Catanzaro,ITA2,1525.4137935021388,17,9,12,Parma,1604.918264509591
88,Newcastle,ENG,1524.6829114875625,18,6,14,Tottenham,1568.849331207154
89,Paderborn,GER2,1523.192922733808,15,7,12,Hamburg,1541.5512446937034
90,Caen,FRA2,1522.2877155325086,17,7,14,Angers,1543.1008059991825
91,Sp Gijon,ESP2,1521.7574544823315,18,11,13,Eibar,1549.946779366824
92,Amiens,FRA2,1519.1158073556487,12,17,9,Angers,1538.0790457383853
93,Levante,ESP2,1518.7068181992986,13,20,9,Elche,1551.2226894720538
94,Santander,ESP2,1518.473692106025,18,10,14,Leganes,1558.4820059101285
95,Torino,ITA,1517.6767105220777,13,14,11,Milan,1597.5432024650459
96,Stevenage,ENG3,1517.142920905741,19,14,13,Barnsley,1560.3982077448923
97,Lens,FRA,1515.604554511159,14,9,11,Brest,1571.6676159559502
98,Marseille,FRA,1514.328836932118,13,11,10,Brest,1519.71225631668
99,Sparta Rotterdam,NED,1513.136687366577,14,7,13,Utrecht,1543.226997321435
100,Ein Frankfurt,GER,1511.345049888641,11,14,9,Bayern Munich,1585.4290800258657
101,Crystal Palace,ENG,1507.4134704142066,13,10,15,Liverpool,1625.7160322191867
102,Genoa,ITA,1507.1999781708212,12,13,13,Bologna,1586.0636512981216
103,Hertha,GER2,1506.9071340449339,13,9,12,Greuther Furth,1544.1873203114012
104,Greuther Furth,GER2,1506.7662088719512,14,8,12,Holstein Kiel,1545.7523839422422
105,Leyton Orient,ENG3,1506.2685443757573,18,11,17,Bolton,1576.216889187919
106,Palermo,ITA2,1505.5395902204386,15,11,12,Como,1554.5878603727613
107,Exeter,ENG3,1505.3298347414318,17,10,19,Barnsley,1573.2157310073906
108,Brescia,ITA2,1504.7956756828964,12,15,11,Como,1548.3864631262604
109,Napoli,ITA,1503.7776219317693,13,14,11,Juventus,1590.171345965087
110,Bastia,FRA2,1503.4826467083465,14,9,15,Angers,1572.1487529153571
111,Arouca,POR,1501.750665657232,13,7,14,Sp Braga,1582.485336909832
112,Spezia,ITA2,1499.9500064740657,9,17,12,Venezia,1570.2605474217082
113,Reading,ENG3,1499.9258097221755,16,11,19,Derby,1570.0209440920182
114,Reims,FRA,1497.92514568191,13,8,13,Monaco,1544.3056414007015
115,Burgos,ESP2,1497.8104540379734,16,11,15,Eibar,1546.0191403407644
116,Millwall,ENG2,1497.123195142659,16,11,19,Leicester,1600.3355757460797
117,QPR,ENG2,1496.76023500671,15,11,20,Leicester,1608.451812884538
118,Hoffenheim,GER,1496.453112518527,13,7,14,Bayern Munich,1591.6932033859325
119,Bordeaux,FRA2,1495.9758873620626,14,9,15,Angers,1566.8780585148677
120,Coventry,ENG2,1495.917143750581,17,13,16,Leeds,1630.2417896593468
121,Montpellier,FRA,1495.7152431062214,10,12,12,Nice,1520.514896333118
122,Heidenheim,GER,1495.447444102094,10,12,12,Bayern Munich,1587.1037994347262
123,Rennes,FRA,1495.3416064353341,12,10,12,Nice,1563.0347502883803
124,Bristol City,ENG2,1495.3036562844998,17,11,18,Southampton,1605.579136746922
125,Toulouse,FRA,1495.1627264979536,11,10,13,Paris SG,1628.1250520295314
126,Reggiana,ITA2,1494.4785429706008,10,17,11,Venezia,1564.491438759979
127,Werder Bremen,GER,1494.095786496924,11,9,14,Stuttgart,1598.1826353870886
128,Rio Ave,POR,1494.0840471276933,6,19,9,Guimaraes,1573.5133096947884
129,Guingamp,FRA2,1494.0140374493133,13,12,13,Auxerre,1531.3480159545832
130,Go Ahead Eagles,NED,1493.5836430772865,12,10,12,For Sittard,1517.7536287014386
131,Cosenza,ITA2,1493.16139911242,11,14,13,Venezia,1547.6410065031741
132,Ferrol,ESP2,1493.0686953179093,15,14,13,Zaragoza,1544.477998316711
133,Schalke 04,GER2,1492.928654490684,12,7,15,St Pauli,1588.1007201636664
134,Laval,FRA2,1492.771983953084,15,10,13,Caen,1536.7040226424213
135,Albacete,ESP2,1492.695858139841,12,15,15,Leganes,1558.3186670841174
136,Tenerife,ESP2,1491.971600003372,15,11,16,Valladolid,1568.0111817124036
137,Sheffield Weds,ENG2,1491.0845757420204,15,8,23,West Brom,1540.2644320357933
138,Cartagena,ESP2,1490.7679534999954,14,9,19,Sp Gijon,1548.0932438533118
139,Dunkerque,FRA2,1490.1744963778306,12,10,16,Auxerre,1543.4808958250483
140,Elche,ESP2,1489.4514066978406,16,11,15,Tenerife,1533.7308424990485
141,West Ham,ENG,1489.2451859999078,14,10,14,Arsenal,1576.6476586298957
142,Everton,ENG,1489.097705318917,13,9,16,Liverpool,1617.2285338563622
143,Alaves,ESP,1488.2256259652527,12,10,16,Ath Madrid,1570.9530987766104
144,Stoke,ENG2,1488.0554193335631,15,11,20,Southampton,1575.5306931298067
145,Modena,ITA2,1485.8078235618395,10,17,11,Parma,1576.9944380925606
146,Pau FC,FRA2,1485.7372510638195,13,12,13,Grenoble,1540.0083432380286
147,Famalicao,POR,1485.0236737820435,10,12,12,Benfica,1638.6802589104939
148,Huesca,ESP2,1484.5184216112893,11,16,15,Ferrol,1540.4888965951648
149,Swansea,ENG2,1484.380875121362,15,12,19,West Brom,1538.780122043704
150,Annecy,FRA2,1484.0966647830394,12,10,16,Rodez,1546.7075002220881
151,Mainz,GER,1484.0352667140562,7,14,13,Dortmund,1577.6254220367903
152,Charlton,ENG3,1483.8671441265624,11,20,15,Derby,1573.8023480679944
153,Sudtirol,ITA2,1483.453376773102,12,11,15,Cremonese,1581.4121544082134
154,Watford,ENG2,1482.4360738147664,13,17,16,Hull,1531.7074151305087
155,Northampton,ENG3,1481.7719109723623,17,9,20,Derby,1590.3659419549633
156,Bournemouth,ENG,1481.6268683843987,13,9,16,Newcastle,1530.4064725521828
157,Grenoble,FRA2,1480.7091468276824,13,12,13,Caen,1515.969494730413
158,Pisa,ITA2,1480.378815316956,11,13,14,Palermo,1527.7329247033167
159,Ternana,ITA2,1479.8303101567717,11,10,17,Cremonese,1563.441380681457
160,Fulham,ENG,1478.1500713975947,13,8,17,Tottenham,1570.113445647934
161,Valencia,ESP,1477.9238430733433,13,10,15,Ath Bilbao,1576.275811973146
162,Zaragoza,ESP2,1476.4405588765023,12,15,15,Leganes,1562.5175571065713
163,Preston,ENG2,1476.437114093307,18,9,19,Ipswich,1589.9196083545007
164,Troyes,FRA2,1474.6990787816014,9,14,14,Grenoble,1537.7909313385815
165,Cardiff,ENG2,1474.0303142243772,19,5,22,Ipswich,1612.70616750151
166,Mirandes,ESP2,1473.7902766120649,12,13,17,Zaragoza,1533.9246322509227
167,Ascoli,ITA2,1473.415889876438,9,14,15,Como,1550.4406595512303
168,Elversberg,GER2,1472.8942793863603,12,7,15,St Pauli,1586.3970162953078
169,Brighton,ENG,1472.4406216578566,12,12,14,Aston Villa,1573.2489266855807
170,Celta,ESP,1472.1172807945145,10,11,17,Ath Bilbao,1559.4731953313594
171,Amorebieta,ESP2,1470.6702101599406,11,12,19,Levante,1536.6219075029217
172,Osasuna,ESP,1469.5626711722869,12,9,17,Ath Madrid,1588.4957029414595
173,Eldense,ESP2,1469.4911660452399,12,14,16,Ferrol,1534.6709424789158
174,Mallorca,ESP,1468.5534490259404,8,16,14,Girona,1600.045655365848
175,Quevilly Rouen,FRA2,1468.4848271448657,7,17,14,Auxerre,1586.9260267516693
176,Freiburg,GER,1467.4570193559875,11,9,14,Hoffenheim,1500
177,Braunschweig,GER2,1465.6435952476274,11,5,18,Holstein Kiel,1558.0988209698162
178,Udinese,ITA,1464.7911057285392,6,19,13,Juventus,1602.411976732677
179,For Sittard,NED,1464.451934528513,9,11,14,Almere City,1490.5
180,Casa Pia,POR,1464.2468259699265,10,8,16,Guimaraes,1549.931299563881
181,Blackburn,ENG2,1464.2248044336022,14,11,21,Leeds,1614.149285412174
182,Cittadella,ITA2,1464.1160016299548,11,13,14,Palermo,1527.8024029609808
183,Strasbourg,FRA,1464.067727925807,10,9,15,Lille,1543.1640189838738
184,Kaiserslautern,GER2,1463.8254248505698,11,6,17,Holstein Kiel,1587.8253398146587
185,Augsburg,GER,1463.28148875322,10,9,15,Ein Frankfurt,1516.306417170398
186,Alcorcon,ESP2,1462.1713306728175,10,14,18,Oviedo,1543.8082026904406
187,Magdeburg,GER2,1461.75079931593,9,11,14,St Pauli,1584.7170969268864
188,Monza,ITA,1461.4629785018494,11,12,15,Milan,1587.09479954743
189,Sevilla,ESP,1461.0754311071482,10,11,17,Ath Madrid,1574.587454353302
190,Bari,ITA2,1460.6776764706112,8,17,13,Brescia,1516.0979829041703
191,Bristol Rvs,ENG3,1460.2156309646273,16,9,21,Portsmouth,1589.2061179845
192,Wolves,ENG,1459.6745420192497,13,7,18,Tottenham,1564.4448234097927
193,Nurnberg,GER2,1459.2377761949608,11,7,16,Holstein Kiel,1524.0229663782004
194,Ajaccio,FRA2,1459.01729428089,12,10,16,St Etienne,1554.5312562376396
195,Gil Vicente,POR,1457.4117381016063,9,9,16,Guimaraes,1556.034112449185
196,Plymouth,ENG2,1456.696675957094,13,12,21,Leicester,1586.8487677596468
197,Verona,ITA,1455.4467838926394,9,11,18,Fiorentina,1514.4923378587143
198,Zwolle,NED,1454.2848572230216,9,9,16,Excelsior,1516.582521203057
199,Heerenveen,NED,1453.5582786955706,10,7,17,Ajax,1546.4105233400378
200,Wolfsburg,GER,1451.354619698946,10,7,17,RB Leipzig,1540.8574917023755
201,Farense,POR,1451.2620975336843,10,7,17,Sp Braga,1510.2486657942868
202,Almere City,NED,1450.9091673940716,7,13,14,Sparta Rotterdam,1509.2130404235952
203,M'gladbach,GER,1450.350331697553,7,13,14,Stuttgart,1557.3987066886634
204,Sunderland,ENG2,1450.0225398187688,16,8,22,Leeds,1573.076600198345
205,Getafe,ESP,1448.805879168068,10,13,15,Girona,1593.671033796638
206,Estrela,POR,1448.2546047987018,7,12,15,Famalicao,1508.3744035246145
207,Birmingham,ENG2,1446.9402829628993,13,11,22,Norwich,1551.4480282523084
208,Villarreal B,ESP2,1446.8343369027125,11,10,21,Espanol,1543.0111040091392
209,Cagliari,ITA,1446.615223735488,8,12,18,Atalanta,1551.8479538860722
210,Empoli,ITA,1446.0357158250529,9,9,20,Roma,1559.17615615386
211,Andorra,ESP2,1445.656935602837,11,10,21,Levante,1542.1276024318026
212,Fleetwood Town,ENG3,1445.2985637008353,10,13,23,Wigan,1515.3147594864236
213,Brentford,ENG,1444.9937376156497,10,9,19,Fulham,1510
214,Lecce,ITA,1444.6088293809344,8,14,16,Fiorentina,1520.836025628533
215,Vallecano,ESP,1441.7872246717247,8,14,16,Betis,1524.3724019223507
216,Estoril,POR,1441.195251868506,9,6,19,Porto,1594.4196874974018
217,Bochum,GER,1441.0422531723907,7,12,15,Bayern Munich,1594.7176730931978
218,Huddersfield,ENG2,1438.8536331616276,9,18,19,Sunderland,1513.4870408981274
219,Union Berlin,GER,1438.7677991278358,9,6,19,Mainz,1500
220,Shrewsbury,ENG3,1438.7385484834617,13,9,24,Northampton,1517.6248942688294
221,Portimonense,POR,1438.7318804456286,8,8,18,Guimaraes,1517.7383714871237
222,Cambridge,ENG3,1438.3349863456053,12,12,22,Barnsley,1578.3390476766087
223,Las Palmas,ESP,1436.118133102583,10,10,18,Ath Madrid,1563.9169268318108
224,Osnabruck,GER2,1435.2699964090182,6,10,18,Hannover,1540.29255334639
225,Nott'm Forest,ENG,1433.47728189068,9,9,20,Aston Villa,1546.204720266444
226,Concarneau,FRA2,1433.4435934822636,10,8,20,Laval,1556.7237390822388
227,Nantes,FRA,1433.3411945185571,9,6,19,Nice,1569.7082967845524
228,Cadiz,ESP,1433.3191676860176,6,15,17,Ath Madrid,1574.2910822583333
229,Cheltenham,ENG3,1431.2544850799165,12,8,26,Portsmouth,1583.0727847034466
230,Boavista,POR,1431.2054384593246,7,11,16,Moreirense,1529.2845715919327
231,FeralpiSalo,ITA2,1430.921862085161,8,9,21,Cremonese,1569.1173832083362
232,Heracles,NED,1430.7736497436842,9,6,19,AZ Alkmaar,1559.7027055612753
233,Le Havre,FRA,1429.8741949499447,7,11,16,Nice,1566.081685934613
234,FC Koln,GER,1429.553036575522,5,12,17,Ein Frankfurt,1534.8164101374343
235,Burton,ENG3,1429.4412293495727,12,10,24,Port Vale,1534.6621290068317
236,Frosinone,ITA,1428.2234458686016,8,11,19,Atalanta,1510
237,Waalwijk,NED,1428.1557664445993,7,8,19,Twente,1535.9829015309292
238,Excelsior,NED,1423.7797630595303,6,11,17,Sparta Rotterdam,1517.6995162068338
239,Wehen,GER2,1419.921543966379,8,8,18,Fortuna Dusseldorf,1533.0120162813078
240,Lorient,FRA,1416.639349462682,7,8,19,Rennes,1530.1780493652066
241,Vizela,POR,1415.7009380187171,5,11,18,Casa Pia,1491.1390583853124
242,Hansa Rostock,GER2,1415.6732943246727,9,4,21,Greuther Furth,1511.8536125346975
243,Clermont,FRA,1411.05911952409,5,10,19,Reims,1485.6493928287866
244,Metz,FRA,1410.5042508018073,8,5,21,Lens,1524.9283028664147
245,Valenciennes,FRA2,1409.097729064435,5,11,21,Rodez,1499.4806086729996
246,Vitesse,NED,1404.9490502350616,6,6,22,Volendam,1500
247,Sassuolo,ITA,1403.3885540801355,7,9,22,Inter,1683.080169720979
248,Port Vale,ENG3,1402.0134591448448,10,11,25,Oxford,1526.0655978043044
249,Chaves,POR,1400.4670199931243,5,8,21,Gil Vicente,1492.2894661509795
250,Almeria,ESP,1394.3387549247036,3,12,23,Las Palmas,1495.8616758955354
251,Burnley,ENG,1387.6054174777425,5,9,24,Fulham,1486.6894688857349
252,Luton,ENG,1385.3117332924307,6,8,24,Newcastle,1525.6867561778827
253,Lecco,ITA2,1385.1363818784723,6,8,24,Parma,1567.127621873682
254,Volendam,NED,1378.6653536131462,4,7,23,Excelsior,1505.9413848393715
255,Carlisle,ENG3,1374.3634805792083,7,9,30,Peterboro,1568.4635084114968
256,Granada,ESP,1368.0852277833299,4,9,25,Mallorca,1489.71225631668
257,Rotherham,ENG2,1366.3351881402884,5,12,29,Norwich,1527.2191435032466
258,Darmstadt,GER,1362.4964491692215,3,8,23,Werder Bremen,1490.3346767294204
259,Salernitana,ITA,1351.8150921786346,2,11,25,Lazio,1506.0724581488053
260,Sheffield United,ENG,1341.3652213667658,3,7,28,Wolves,1495.4613438975944
