rank,team,elo,wins,losses,best_win_name,best_win_elo
156,Brescia,1478.5141651688527,17,21,Spezia,1568.4889089167764
157,Modena,1478.4103810728775,17.5,20.5,Pisa,1575.8798258043398
158,Sampdoria,1477.3414058541136,16.5,21.5,Sudtirol,1508.254428487846
159,Portsmouth,1477.2344225184504,20,26,Leeds,1629.7003995777027
160,Union Berlin,1475.745648860629,15,19,Ein Frankfurt,1541.039968901881
161,Alaves,1475.3586750065303,16,22,Villarreal,1550.4331979080266
162,Barnsley,1475.060167775166,22,24,Wrexham,1577.05596381064
163,M'gladbach,1474.9205245619012,16,18,Stuttgart,1531.2835080153975
164,Reggiana,1474.563012242341,16.5,21.5,Spezia,1565.9194177728045
165,Sheffield Weds,1474.4031551289713,21.5,24.5,West Brom,1544.2873997165857
166,Norwich,1474.3257483769753,21.5,24.5,West Brom,1534.9533856083426
167,For Sittard,1473.523280390728,15,19,Utrecht,1568.4358638127655
168,Stevenage,1472.6920866008934,21,25,Wrexham,1561.3476665429423
169,Oxford,1472.0088155544095,20,26,Sheffield United,1622.9135194769135
170,Moreirense,1471.9706878091852,15,19,Sp Lisbon,1579.993039329569
171,Genoa,1471.5525246213456,16.5,21.5,Bologna,1553.8345308166774
172,Groningen,1471.2443296571385,14.5,19.5,NAC Breda,1500
173,Heracles,1471.2412647891183,14.5,19.5,Twente,1542.9906614140323
174,Preußen Münster,1470.7235663410756,14,20,Magdeburg,1534.6580051748037
175,Amiens,1470.0888651669454,15,19,Dunkerque,1537.3058341738079
176,Zaragoza,1469.6426432245355,19,23,Mirandes,1553.9288338303732
177,Red Star,1468.6454586331076,14.5,19.5,Metz,1523.6199252893564
178,Rio Ave,1467.7952197029106,14.5,19.5,Sp Braga,1574.9979112650215
179,Torino,1467.7615596639796,17,21,Milan,1547.0402782899876
180,Burton,1467.3040443455213,18,28,Leyton Orient,1526.0961874634897
181,Wolves,1467.1410078164838,15,23,Bournemouth,1554.001740824277
182,Greuther Furth,1466.868800958214,14.5,19.5,Hamburg,1564.1801060873272
183,Mallorca,1466.7712277813332,17.5,20.5,Betis,1509.9506810510948
184,Stoke,1466.602867878086,19.5,26.5,Sunderland,1562.8437306391475
185,Exeter,1466.563025298889,20.5,25.5,Charlton,1506.886538690349
186,Rennes,1465.804026225393,14,20,Nice,1564.8591397596003
187,Braunschweig,1465.2531204354334,13.5,20.5,Hamburg,1575.4860497586276
188,Espanol,1465.1606105249484,15.5,22.5,Real Madrid,1600.0738348645446
189,Northampton,1464.6649349566092,19.5,26.5,Huddersfield,1545.9020833405825
190,Salernitana,1464.343374511843,15.5,22.5,Cremonese,1527.7223399281352
191,Nantes,1462.6124261864145,14,20,Nice,1548.6838797818154
192,Sociedad,1462.577133001639,16.5,21.5,Barcelona,1586.5663586695646
193,Luton,1460.6638676269185,18,28,Bristol City,1553.7069062094486
194,Huddersfield,1460.5128288780709,22.5,23.5,Wycombe,1579.980225531541
195,Derby,1460.144517057592,18.5,27.5,Coventry,1548.033773561919
196,Leganes,1460.0063401113005,15.5,22.5,Ath Madrid,1595.8787779092781
197,Preston,1458.3550549597962,20,26,Middlesbrough,1527.2101480732467
198,West Ham,1458.1580413007223,16,22,Arsenal,1595.6153217322421
199,Schalke 04,1457.4664452219379,14,20,Paderborn,1547.3395924932922
200,Hull,1456.2274459193807,18.5,27.5,Sheffield United,1595.711776937284
201,Peterboro,1455.499669742193,19,27,Charlton,1574.151459125226
202,Mansfield,1453.2781039579081,19.5,26.5,Stockport,1527.1518236257464
203,Plymouth,1452.797969684692,17.5,28.5,Sheffield United,1596.7300097221516
204,Eldense,1452.5630088718424,17,25,La Coruna,1511.644866194606
205,Parma,1451.6674358356747,14.5,23.5,Atalanta,1595.3931646999085
206,Getafe,1451.097167047371,15.5,22.5,Ath Madrid,1601.3136928388778
207,Man United,1450.6605951901029,15.5,22.5,Aston Villa,1574.7642728650642
208,Angers,1450.3778855319154,13,21,Strasbourg,1582.1085153146687
209,Le Havre,1449.8947013005336,12,22,Strasbourg,1568.3425314232268
210,Watford,1448.6733334642634,20.5,25.5,West Brom,1535.1884858405763
211,Sevilla,1448.2083128704369,15.5,22.5,Betis,1508.1699171207583
212,Udinese,1447.7570415215096,16,22,Fiorentina,1557.8354105667565
213,Gil Vicente,1447.600920260396,13,21,Porto,1572.2464947447731
214,Clermont,1447.3821781986476,13,21,Lorient,1543.865312477965
215,Crawley Town,1446.8045838694136,17,29,Lincoln,1523.093232546619
216,Cittadella,1445.865003224988,15,23,Pisa,1588.0261228796335
217,Nacional,1444.0886618790391,12.5,21.5,Porto,1585.2133975425188
218,Hoffenheim,1443.6208416691175,12.5,21.5,RB Leipzig,1542.7543742876503
219,Martigues,1440.725511802457,11.5,22.5,Paris FC,1544.6067983407552
220,Ulm,1440.3061135194375,12,22,Magdeburg,1541.4100805397193
221,St Pauli,1440.145795160347,12,22,Stuttgart,1525.1997146108154
222,Verona,1438.685915846001,13.5,24.5,Bologna,1544.7556910125802
223,Cardiff,1435.4802112159596,17.5,28.5,Watford,1529.3642377122064
224,Girona,1434.20003193138,15,23,Ath Bilbao,1518.831063369361
225,Cagliari,1433.4350825085864,13.5,24.5,Torino,1507.526159677892
226,NAC Breda,1431.5760571570418,12.5,21.5,Twente,1546.8391841892183
227,Lecce,1431.3474240717728,13,25,Lazio,1566.8162103345883
228,Tenerife,1430.8452389782342,14,28,Huesca,1560.082798368483
229,Reims,1428.8301346011626,12.5,21.5,Marseille,1549.5422384595117
230,St Etienne,1427.6631349940894,11,23,Lyon,1559.9116169962163
231,Farense,1427.630940280877,10.5,23.5,Guimaraes,1557.3827777238453
232,Heidenheim,1422.0646405304253,10.5,23.5,Wolfsburg,1518.423030870301
233,Cosenza,1420.7581497423423,13.5,24.5,Bari,1503.9524056719433
234,Waalwijk,1419.4034510501353,9.5,24.5,Go Ahead Eagles,1528.4609396184765
235,Venezia,1419.2323907893535,12,26,Fiorentina,1542.9176576676603
236,AVS,1418.37246880798,11,23,Guimaraes,1518.4809965128766
237,Estrela,1418.2400688926382,11,23,Porto,1583.131336518983
238,Cambridge,1418.19325736236,14.5,31.5,Stockport,1562.094585943353
239,Regensburg,1416.692662696708,9.5,24.5,Nurnberg,1526.4387138490106
240,Tottenham,1416.3482046050306,13.5,24.5,Man City,1538.2635036070646
241,Holstein Kiel,1414.984858229172,9.5,24.5,Dortmund,1518.0910436208783
242,Bochum,1412.003221387505,9.5,24.5,Bayern Munich,1636.5861318471807
243,Almere City,1408.54622861102,9,25,Utrecht,1561.355550127231
244,Empoli,1407.2994948248627,12.5,25.5,Roma,1500
245,Bristol Rvs,1405.577671264588,15.5,30.5,Bolton,1552.0730347651743
246,Las Palmas,1402.3107108791748,12,26,Ath Madrid,1586.8815996124285
247,Boavista,1397.2492920725233,9,25,Santa Clara,1525.3528279256914
248,Willem II,1392.4023107494434,10,24,AZ Alkmaar,1505.470340700234
249,Ferrol,1388.62668159235,12,30,Levante,1551.4806099746386
250,Caen,1387.3868899977547,8.5,25.5,Bastia,1515.3322196139925
251,Shrewsbury,1384.2487055809752,12.5,33.5,Wrexham,1572.848498040237
252,Leicester,1377.9275642065563,9.5,28.5,Bournemouth,1499.1721343923366
253,Ipswich,1366.8603946285136,9,29,Chelsea,1554.934641758381
254,Cartagena,1357.5276301883925,8.5,33.5,Santander,1553.163003627461
255,Montpellier,1348.0362250994228,6,28,Monaco,1533.9838693359306
256,Monza,1344.0156114229098,7.5,30.5,Fiorentina,1536.738045319872
257,Southampton,1328.2756055504194,5,33,Everton,1484.7804075664847
258,Valladolid,1321.9814839704372,6,32,Betis,1508.7316557142008
